PRODUCT_ID,PRODUCT_NAME,CATEGORY,BRAND,total_revenue,units_sold,order_count
P000875,Pulse Season,Automotive,Pulse,7523.6,20,16
P001719,Zenith Natural,Home & Kitchen,Zenith,7521.92,28,24
P001582,Solace Everyone,Clothing,Solace,7505.410000000001,31,20
P000350,Harbor Financial,Sports,Harbor,7501.38,31,26
P001784,Everest Beautiful,Sports,Everest,7470.48,34,27
P000547,Everest Region,Clothing,Everest,7461.36,36,24
P001934,NeoTech Song,Automotive,NeoTech,7444.06,26,18
P000809,GreenLeaf Carry,Clothing,GreenLeaf,7434.88,32,24
P001730,Zenith Investment,Beauty,Zenith,7432.0,32,25
P000121,Everest Food,Home & Kitchen,Everest,7415.51,19,13
P000704,NeoTech Girl,Home & Kitchen,NeoTech,7390.620000000001,38,24
P000212,Acme Air,Electronics,Acme,7389.3,30,22
P001520,Pulse Chair,Sports,Pulse,7380.0,36,21
P001178,Solace Discuss,Sports,Solace,7368.08,31,23
P000516,Nimbus Threat,Sports,Nimbus,7356.72,29,22
P001334,Solace Personal,Beauty,Solace,7346.57,47,29
P000723,Astra Move,Electronics,Astra,7330.8,30,19
P000582,Everest Beautiful,Home & Kitchen,Everest,7328.49,23,18
P000426,Nimbus Gun,Home & Kitchen,Nimbus,7324.8,30,18
P001064,Zenith Enter,Automotive,Zenith,7297.92,28,22
P000237,Zenith Thus,Automotive,Zenith,7291.82,38,28
P000530,NeoTech Close,Sports,NeoTech,7289.2,40,24
P000257,Zenith Film,Sports,Zenith,7281.45,33,22
P001087,Solace Let,Clothing,Solace,7277.16,33,23
P001714,NeoTech Trouble,Sports,NeoTech,7275.599999999999,24,18
P000380,Solace Social,Home & Kitchen,Solace,7268.17,49,29
P001638,Harbor Story,Home & Kitchen,Harbor,7265.0,20,17
P000238,Harbor Follow,Sports,Harbor,7226.15,43,24
P000481,Harbor Enter,Home & Kitchen,Harbor,7186.8,24,19
P000127,Willow May,Home & Kitchen,Willow,7166.32,28,22
P000005,Astra Capital,Home & Kitchen,Astra,7128.0,36,22
P001727,Harbor Resource,Home & Kitchen,Harbor,7079.78,31,21
P001788,Zenith Study,Electronics,Zenith,7052.94,18,11
P000720,GreenLeaf Charge,Home & Kitchen,GreenLeaf,7037.76,24,18
P000846,Willow Recent,Automotive,Willow,7017.160000000001,31,21
P001226,Willow Surface,Home & Kitchen,Willow,6976.35,37,27
P000233,Zenith Might,Sports,Zenith,6957.6,40,29
P001335,Solace Including,Home & Kitchen,Solace,6953.94,18,13
P000186,NeoTech Not,Electronics,NeoTech,6934.5,30,23
P000823,Harbor Today,Clothing,Harbor,6929.16,28,20
P001555,Acme Book,Automotive,Acme,6904.320000000001,29,23
P001885,Zenith Catch,Home & Kitchen,Zenith,6899.84,32,23
P000860,Everest Deep,Electronics,Everest,6866.08,26,18
P000867,GreenLeaf Everybody,Clothing,GreenLeaf,6803.1900000000005,37,24
P000412,Orion News,Home & Kitchen,Orion,6779.700000000001,30,24
P000234,NeoTech Fear,Electronics,NeoTech,6756.66,18,16
P001329,Willow Mean,Sports,Willow,6745.2,40,31
P001283,Orion Hit,Clothing,Orion,6743.88,36,28
P000179,NeoTech Movement,Home & Kitchen,NeoTech,6724.379999999999,39,26
P001580,Everest Clear,Home & Kitchen,Everest,6688.71,21,17
P000231,Zenith Behavior,Electronics,Zenith,6621.52,37,29
P001369,Harbor Movement,Automotive,Harbor,6610.75,31,18
P001468,NeoTech Town,Automotive,NeoTech,6575.099999999999,31,21
P001407,Nimbus Line,Home & Kitchen,Nimbus,6568.5,30,21
P001920,Pulse Against,Sports,Pulse,6505.71,37,26
P000239,Zenith Commercial,Sports,Zenith,6494.400000000001,36,25
P001057,Acme Up,Automotive,Acme,6461.64,12,11
P001310,Solace Throw,Home & Kitchen,Solace,6444.900000000001,33,21
P000813,Orion Smile,Clothing,Orion,6377.9400000000005,31,21
P001507,Harbor Thousand,Sports,Harbor,6347.6,20,16
P001825,Solace People,Home & Kitchen,Solace,6310.67,31,26
P000206,Orion Pm,Automotive,Orion,6265.410000000001,31,23
P001991,Nimbus Military,Sports,Nimbus,6263.6,35,26
P001454,Zenith Left,Beauty,Zenith,6256.599999999999,35,28
P001635,Nimbus South,Home & Kitchen,Nimbus,6230.099999999999,30,22
P001595,Pulse Direction,Home & Kitchen,Pulse,6223.9800000000005,29,20
P000438,Orion Pm,Home & Kitchen,Orion,6208.23,37,25
P000306,Everest Air,Sports,Everest,6193.18,31,22
P001169,Solace Education,Sports,Solace,6150.6,34,25
P001654,GreenLeaf Eye,Sports,GreenLeaf,6118.200000000001,45,33
P000228,Everest Tv,Automotive,Everest,6090.96,24,18
P001431,Pulse Guy,Sports,Pulse,6085.75,25,18
P001231,Solace All,Sports,Solace,6049.08,36,25
P001815,Harbor Despite,Home & Kitchen,Harbor,6043.25,25,17
P001978,Willow Imagine,Home & Kitchen,Willow,6029.459999999999,19,15
P001417,GreenLeaf Less,Automotive,GreenLeaf,5975.68,16,13
P000942,Acme Memory,Clothing,Acme,5966.0,38,25
P000743,Harbor Fill,Electronics,Harbor,5950.34,22,17
P001703,Willow Just,Beauty,Willow,5941.08,36,27
P001543,Nimbus Attack,Beauty,Nimbus,5884.400000000001,40,29
P000551,GreenLeaf Able,Home & Kitchen,GreenLeaf,5862.64,38,24
P000157,GreenLeaf Ask,Beauty,GreenLeaf,5856.3,30,21
P001505,NeoTech Score,Clothing,NeoTech,5833.070000000001,41,28
P001797,GreenLeaf Green,Automotive,GreenLeaf,5827.6900000000005,31,21
P000673,Orion Structure,Sports,Orion,5824.26,26,21
P001243,GreenLeaf Design,Sports,GreenLeaf,5805.93,39,25
P000478,Zenith Within,Clothing,Zenith,5793.91,29,21
P001525,Astra On,Clothing,Astra,5771.46,43,26
P000214,Everest Even,Home & Kitchen,Everest,5750.7,30,19
P000858,Harbor City,Clothing,Harbor,5735.93,31,20
P001026,Harbor Hospital,Clothing,Harbor,5720.5,34,25
P001811,Everest Child,Sports,Everest,5715.03,29,22
P000567,Orion Democrat,Home & Kitchen,Orion,5711.4,30,21
P001490,Orion Total,Clothing,Orion,5689.44,36,22
P001491,Zenith Society,Sports,Zenith,5668.4,37,22
P000109,Everest Interesting,Clothing,Everest,5645.4,30,21
P001386,NeoTech Nature,Clothing,NeoTech,5638.28,31,22
P000120,Zenith White,Clothing,Zenith,5638.08,32,23
P001171,Zenith Memory,Clothing,Zenith,5636.25,27,23
P000678,Zenith Whole,Toys,Zenith,5627.7,37,27
P001589,Harbor Else,Electronics,Harbor,5623.04,32,21
P000984,Pulse Possible,Home & Kitchen,Pulse,5620.280000000001,23,17
P001970,Astra Success,Beauty,Astra,5606.34,41,26
P001823,Willow Bit,Sports,Willow,5604.56,26,23
P000230,Astra Well,Clothing,Astra,5598.08,32,21
P000262,Astra Hear,Home & Kitchen,Astra,5592.0,30,21
P000700,GreenLeaf Century,Clothing,GreenLeaf,5583.9,30,21
P000675,Everest Side,Sports,Everest,5574.38,29,22
P000462,Harbor Who,Beauty,Harbor,5561.01,39,28
P000220,Everest Team,Electronics,Everest,5545.5,30,23
P000566,Nimbus Himself,Home & Kitchen,Nimbus,5531.5,25,20
P001145,Zenith Media,Home & Kitchen,Zenith,5527.61,31,24
P001616,GreenLeaf Draw,Books,GreenLeaf,5524.2,33,19
P000178,Solace Easy,Beauty,Solace,5517.22,38,29
P000508,Zenith Small,Electronics,Zenith,5514.28,31,23
P000381,Solace Chance,Sports,Solace,5506.839999999999,31,20
P001976,Orion Size,Beauty,Orion,5482.110000000001,41,23
P001988,Acme Character,Automotive,Acme,5480.46,27,19
P000847,Acme Year,Home & Kitchen,Acme,5474.37,33,22
P001902,Acme Such,Sports,Acme,5464.47,33,22
P000618,Harbor Race,Clothing,Harbor,5463.3,30,20
P001940,Acme Road,Sports,Acme,5415.34,47,29
P001677,Nimbus Great,Home & Kitchen,Nimbus,5412.06,18,15
P000293,Astra Season,Sports,Astra,5399.24,44,31
P000864,NeoTech Decide,Clothing,NeoTech,5390.08,32,26
P001745,Solace Particular,Home & Kitchen,Solace,5362.14,34,26
P001492,Nimbus Economic,Toys,Nimbus,5355.9,45,28
P000915,Solace Subject,Home & Kitchen,Solace,5327.26,23,15
P000821,Acme Traditional,Clothing,Acme,5319.04,32,26
P001850,Willow Amount,Beauty,Willow,5309.09,41,31
P001394,GreenLeaf Give,Sports,GreenLeaf,5302.86,31,22
P001007,Acme Pm,Clothing,Acme,5287.570000000001,29,21
P000052,Nimbus To,Sports,Nimbus,5277.82,38,29
P001028,Harbor Case,Beauty,Harbor,5265.75,35,22
P000451,Solace Camera,Electronics,Solace,5258.030000000001,23,19
P001547,Orion Catch,Clothing,Orion,5230.4,35,25
P000708,Nimbus Under,Beauty,Nimbus,5218.5,25,19
P001354,Harbor Development,Toys,Harbor,5218.0199999999995,54,35
P000107,GreenLeaf Throughout,Books,GreenLeaf,5214.4400000000005,44,31
P001540,Harbor Whom,Automotive,Harbor,5203.1,35,26
P000404,Astra Grow,Sports,Astra,5201.25,25,21
P000241,Orion Idea,Clothing,Orion,5195.75,35,25
P001757,Zenith Both,Home & Kitchen,Zenith,5171.5,25,18
P000092,Willow Economy,Beauty,Willow,5160.549999999999,29,20
P000428,Zenith Stay,Beauty,Zenith,5158.879999999999,38,28
P001032,GreenLeaf About,Home & Kitchen,GreenLeaf,5140.24,28,20
P001136,Nimbus Bank,Electronics,Nimbus,5130.09,21,16
P001155,Solace School,Clothing,Solace,5078.1900000000005,29,21
P000268,Willow Officer,Automotive,Willow,5068.2,20,16
P000168,Nimbus If,Sports,Nimbus,5066.68,17,10
P001398,Zenith Believe,Automotive,Zenith,5054.4,32,28
P000370,Everest Property,Automotive,Everest,5047.75,25,17
P000119,Pulse Order,Clothing,Pulse,5038.99,19,15
P000075,Everest Look,Automotive,Everest,5032.65,35,24
P000531,Nimbus Young,Beauty,Nimbus,5031.6,30,19
P000636,GreenLeaf Save,Automotive,GreenLeaf,5003.200000000001,53,35
P001471,NeoTech Writer,Sports,NeoTech,4995.650000000001,31,24
P001562,GreenLeaf Character,Sports,GreenLeaf,4994.46,27,21
P001481,Harbor Act,Beauty,Harbor,4991.1,30,23
P000868,Willow Eat,Beauty,Willow,4984.08,38,23
P000311,Pulse Money,Beauty,Pulse,4982.4,45,27
P000105,Acme Lead,Sports,Acme,4980.66,34,27
P001903,Everest Number,Beauty,Everest,4979.610000000001,27,22
P001042,Pulse Degree,Home & Kitchen,Pulse,4950.0,22,18
P001137,NeoTech More,Home & Kitchen,NeoTech,4945.37,29,19
P001937,Pulse Reveal,Beauty,Pulse,4937.99,31,20
P000687,Everest Particularly,Sports,Everest,4915.05,31,23
P000699,Nimbus Politics,Home & Kitchen,Nimbus,4907.28,24,18
P001593,Harbor Eat,Clothing,Harbor,4890.24,27,20
P001426,Nimbus Attorney,Home & Kitchen,Nimbus,4881.5,26,22
P000245,Astra Get,Home & Kitchen,Astra,4872.56,22,14
P001486,Acme Key,Home & Kitchen,Acme,4848.0,32,23
P000095,NeoTech Certainly,Clothing,NeoTech,4840.8,40,31
P001262,NeoTech Reveal,Automotive,NeoTech,4823.28,21,18
P001963,Orion Give,Clothing,Orion,4820.759999999999,28,22
P001433,NeoTech My,Automotive,NeoTech,4811.2,31,21
P001740,Pulse Phone,Beauty,Pulse,4807.400000000001,26,17
P001055,Harbor Wonder,Clothing,Harbor,4797.39,39,33
P000475,Willow Also,Home & Kitchen,Willow,4794.75,25,16
P001258,Nimbus Our,Pet Supplies,Nimbus,4773.58,49,30
P000207,GreenLeaf Painting,Clothing,GreenLeaf,4772.88,21,17
P000130,NeoTech Onto,Clothing,NeoTech,4731.53,31,25
P000953,Everest Century,Sports,Everest,4729.320000000001,29,23
P001046,Zenith Lot,Clothing,Zenith,4728.3,30,23
P001070,Harbor Which,Home & Kitchen,Harbor,4719.4400000000005,31,27
P001236,NeoTech Huge,Home & Kitchen,NeoTech,4709.9400000000005,23,17
P001698,GreenLeaf Day,Clothing,GreenLeaf,4709.099999999999,33,21
P001826,Solace Guy,Clothing,Solace,4708.8,40,30
P001602,Everest Take,Clothing,Everest,4683.06,18,12
P000869,Harbor Nature,Sports,Harbor,4677.44,32,24
P000856,Acme Part,Sports,Acme,4663.75,41,26
P001787,Willow Forget,Clothing,Willow,4645.51,29,22
P001952,GreenLeaf Action,Beauty,GreenLeaf,4637.1,39,30
P001579,Willow Know,Automotive,Willow,4620.1900000000005,37,26
P000043,Acme Significant,Clothing,Acme,4605.05,31,21
P001466,Orion Fund,Beauty,Orion,4599.76,44,33
P000865,GreenLeaf Image,Sports,GreenLeaf,4583.74,29,23
P000254,Everest Simple,Pet Supplies,Everest,4580.099999999999,42,25
P000792,Zenith Might,Sports,Zenith,4566.0,20,15
P000552,Solace Budget,Sports,Solace,4565.28,24,19
P000912,Pulse Manage,Automotive,Pulse,4554.96,24,19
P001532,NeoTech Admit,Electronics,NeoTech,4548.0599999999995,33,20
P000471,NeoTech While,Sports,NeoTech,4542.75,25,19
P000968,NeoTech Body,Sports,NeoTech,4533.56,34,26
P000788,Solace Activity,Pet Supplies,Solace,4511.06,47,32
P000557,Orion And,Sports,Orion,4510.889999999999,27,21
P000802,Orion Stand,Clothing,Orion,4506.84,26,19
P001581,Everest Skin,Automotive,Everest,4506.4,20,14
P001371,Acme Student,Sports,Acme,4504.5,26,16
P001964,Willow Nation,Home & Kitchen,Willow,4497.72,37,25
P001921,GreenLeaf Voice,Automotive,GreenLeaf,4496.76,36,24
P001614,Solace Create,Clothing,Solace,4483.62,46,30
P001238,Pulse Positive,Clothing,Pulse,4483.08,27,19
P000243,Zenith Hope,Home & Kitchen,Zenith,4476.639999999999,28,21
P000304,Willow Site,Clothing,Willow,4470.34,37,30
P001506,Nimbus Support,Home & Kitchen,Nimbus,4465.2,24,17
P001878,Pulse Computer,Home & Kitchen,Pulse,4461.66,21,16
P000789,Zenith Game,Toys,Zenith,4461.4800000000005,51,32
P001110,Zenith Again,Toys,Zenith,4460.900000000001,31,22
P001771,GreenLeaf Guess,Sports,GreenLeaf,4451.84,37,23
P000496,Willow Property,Toys,Willow,4429.04,44,28
P001831,Orion Fact,Beauty,Orion,4414.54,26,19
P001647,Acme It,Clothing,Acme,4395.599999999999,37,28
P000999,Solace Share,Sports,Solace,4375.41,39,25
P001516,Everest Truth,Beauty,Everest,4373.04,42,29
P001528,Pulse Behavior,Beauty,Pulse,4370.59,29,21
P001666,GreenLeaf Different,Automotive,GreenLeaf,4356.12,31,23
P000520,Acme Appear,Beauty,Acme,4354.83,27,23
P001344,Orion Second,Pet Supplies,Orion,4345.74,42,28
P001743,Zenith Happy,Home & Kitchen,Zenith,4343.0,25,15
P001578,Pulse Sea,Pet Supplies,Pulse,4338.75,39,27
P000918,Astra Space,Home & Kitchen,Astra,4336.2,44,30
P000765,Everest Show,Toys,Everest,4333.14,38,26
P001091,Solace Owner,Home & Kitchen,Solace,4313.8,20,14
P000883,Astra Find,Sports,Astra,4309.62,31,25
P001200,Nimbus Us,Toys,Nimbus,4308.8,32,23
P000129,Willow Woman,Beauty,Willow,4293.5,31,24
P001378,NeoTech Particular,Home & Kitchen,NeoTech,4291.0,35,23
P000076,Nimbus Test,Beauty,Nimbus,4274.28,31,20
P001129,Harbor Two,Home & Kitchen,Harbor,4272.240000000001,14,10
P000435,Astra Least,Books,Astra,4272.0199999999995,37,27
P000292,GreenLeaf Who,Automotive,GreenLeaf,4269.3,21,15
P000476,Harbor Much,Automotive,Harbor,4256.64,32,19
P000514,Everest Despite,Home & Kitchen,Everest,4232.55,21,17
P001533,GreenLeaf Star,Beauty,GreenLeaf,4229.28,27,19
P001017,Orion Late,Sports,Orion,4203.0,20,18
P000770,Nimbus Size,Pet Supplies,Nimbus,4195.8,27,19
P000209,Zenith Within,Clothing,Zenith,4191.95,29,22
P000933,Pulse Attention,Sports,Pulse,4186.25,25,19
P000580,Solace His,Beauty,Solace,4184.6900000000005,31,21
P001503,NeoTech Interesting,Automotive,NeoTech,4177.8,33,21
P001686,Pulse Thing,Beauty,Pulse,4176.01,31,21
P001669,Solace Media,Toys,Solace,4173.12,36,26
P000331,Everest Million,Sports,Everest,4166.2,37,27
P001733,Zenith Hour,Clothing,Zenith,4166.0,25,17
P000071,Willow Approach,Clothing,Willow,4164.599999999999,30,21
P000512,Nimbus Knowledge,Sports,Nimbus,4155.76,41,31
P000439,GreenLeaf Need,Clothing,GreenLeaf,4153.32,36,24
P000053,Willow Item,Automotive,Willow,4133.21,41,27
P001753,Zenith View,Sports,Zenith,4125.75,25,19
P000853,Everest Cultural,Beauty,Everest,4119.78,34,23
P001077,Zenith Large,Clothing,Zenith,4118.400000000001,36,23
P001345,Nimbus List,Pet Supplies,Nimbus,4115.5199999999995,36,25
P000142,Zenith Way,Clothing,Zenith,4114.6,20,14
P001955,Astra Remain,Beauty,Astra,4114.4400000000005,33,23
P000116,Acme Stock,Home & Kitchen,Acme,4105.92,32,20
P000849,Zenith Road,Automotive,Zenith,4099.42,26,20
P000554,Everest National,Beauty,Everest,4082.5200000000004,26,21
P001118,Willow Attorney,Sports,Willow,4072.3199999999997,42,27
P000484,Everest Almost,Beauty,Everest,4069.26,39,29
P000781,Pulse Bad,Pet Supplies,Pulse,4068.23,43,27
P001156,Harbor Hear,Books,Harbor,4055.52,42,31
P000995,Nimbus Level,Automotive,Nimbus,4030.56,18,13
P001631,Acme Real,Sports,Acme,4018.8199999999997,26,17
P001827,Acme Road,Home & Kitchen,Acme,4017.92,32,22
P000421,NeoTech Method,Toys,NeoTech,4016.43,33,21
P000494,Astra Test,Clothing,Astra,4007.88,27,19
P000727,Pulse Miss,Beauty,Pulse,4007.4,30,22
P001284,Pulse Can,Beauty,Pulse,3996.46,26,19
P000709,Everest Unit,Sports,Everest,3995.04,28,16
P001453,Nimbus Or,Home & Kitchen,Nimbus,3987.48,21,16
P000863,Zenith Glass,Toys,Zenith,3985.56,36,24
P001518,Zenith Board,Beauty,Zenith,3984.43,31,21
P000211,Acme Performance,Toys,Acme,3977.84,38,24
P001723,Everest To,Pet Supplies,Everest,3976.83,39,27
P000737,Zenith Pm,Clothing,Zenith,3965.89,43,29
P000479,Astra Hospital,Pet Supplies,Astra,3963.31,43,28
P001889,Astra Lead,Electronics,Astra,3958.08,21,16
P001898,Astra Process,Pet Supplies,Astra,3938.7,30,20
P001134,NeoTech Son,Beauty,NeoTech,3938.4900000000002,27,22
P001478,Astra Deal,Toys,Astra,3936.6,36,27
P000162,Orion Most,Clothing,Orion,3936.14,26,19
P000706,Solace Situation,Home & Kitchen,Solace,3927.7,35,25
P000614,Solace Car,Clothing,Solace,3926.02,29,22
P001224,Harbor Last,Toys,Harbor,3922.92,36,22
P000747,Willow Continue,Beauty,Willow,3917.4700000000003,31,23
P000824,Nimbus Report,Beauty,Nimbus,3906.17,47,29
P000570,Astra Where,Automotive,Astra,3906.0,36,28
P000817,Orion Adult,Beauty,Orion,3901.66,29,25
P001420,NeoTech Democrat,Clothing,NeoTech,3898.44,34,29
P000007,Zenith School,Toys,Zenith,3896.16,48,35
P000680,Harbor Investment,Automotive,Harbor,3894.36,34,20
P000783,Acme View,Automotive,Acme,3892.96,29,21
P000059,Orion Short,Clothing,Orion,3882.56,22,17
P000490,Nimbus Give,Sports,Nimbus,3872.7700000000004,19,16
P000361,Harbor Man,Clothing,Harbor,3871.3599999999997,23,16
P000668,Nimbus Culture,Clothing,Nimbus,3864.46,23,15
P000793,Willow Agree,Clothing,Willow,3864.0,23,18
P000368,Harbor Several,Sports,Harbor,3858.1499999999996,15,12
P001066,Nimbus Time,Home & Kitchen,Nimbus,3857.25,25,17
P001648,Everest Even,Beauty,Everest,3853.61,31,21
P000610,GreenLeaf Side,Home & Kitchen,GreenLeaf,3849.0200000000004,38,26
P000726,NeoTech Production,Clothing,NeoTech,3847.2,35,25
P000153,Pulse Care,Automotive,Pulse,3834.2200000000003,26,21
P001625,Harbor Sort,Clothing,Harbor,3817.06,26,19
P001864,Acme Age,Home & Kitchen,Acme,3815.96,19,14
P000848,Astra Finally,Clothing,Astra,3809.5200000000004,39,25
P001101,Harbor Another,Beauty,Harbor,3809.5,25,20
P001414,Astra Here,Beauty,Astra,3802.73,17,14
P001359,Orion Strategy,Beauty,Orion,3802.28,38,29
P001519,Harbor Issue,Clothing,Harbor,3795.23,29,25
P000232,Solace Interview,Home & Kitchen,Solace,3794.7,21,17
P000001,Astra Be,Clothing,Astra,3789.3599999999997,24,19
P001190,Orion Once,Home & Kitchen,Orion,3780.24,24,17
P000640,Zenith Rise,Automotive,Zenith,3778.9900000000002,29,24
P000829,Harbor Art,Beauty,Harbor,3776.04,34,26
P000064,NeoTech Commercial,Sports,NeoTech,3775.75,25,16
P001162,Zenith Price,Books,Zenith,3771.88,38,22
P000574,Astra Computer,Beauty,Astra,3751.93,31,21
P000606,Everest Since,Clothing,Everest,3732.4800000000005,27,24
P001959,Everest Television,Automotive,Everest,3730.23,31,23
P001651,Acme Those,Toys,Acme,3724.02,34,23
P000733,Nimbus Check,Beauty,Nimbus,3712.22,38,24
P000282,Solace Represent,Beauty,Solace,3696.72,24,18
P000447,Astra Shake,Beauty,Astra,3690.54,29,21
P001958,Willow Go,Pet Supplies,Willow,3690.1800000000003,39,27
P000932,Astra Last,Pet Supplies,Astra,3684.1000000000004,38,26
P000244,Everest Sell,Books,Everest,3672.3700000000003,53,33
P001965,Orion Child,Pet Supplies,Orion,3666.15,45,30
P000083,Harbor Spring,Toys,Harbor,3660.96,29,23
P000594,Zenith Commercial,Toys,Zenith,3649.45,35,24
P000734,Acme Like,Clothing,Acme,3626.28,42,26
P001127,Everest Design,Clothing,Everest,3617.04,24,17
P000499,Zenith Baby,Clothing,Zenith,3590.11,31,25
P000543,Orion City,Beauty,Orion,3584.5299999999997,31,23
P000553,Zenith Rate,Pet Supplies,Zenith,3582.8999999999996,27,21
P001588,GreenLeaf Without,Beauty,GreenLeaf,3579.12,27,20
P000924,Everest Table,Sports,Everest,3555.3999999999996,29,23
P001860,Everest Late,Clothing,Everest,3553.4700000000003,41,26
P001142,Nimbus Last,Home & Kitchen,Nimbus,3551.6699999999996,31,23
P001301,Astra Without,Clothing,Astra,3549.81,31,20
P001177,Harbor Ability,Sports,Harbor,3543.54,33,26
P001163,Everest Child,Home & Kitchen,Everest,3534.98,34,22
P000967,Astra Tend,Clothing,Astra,3515.16,33,25
P001546,Nimbus Head,Toys,Nimbus,3510.5,35,23
P000344,GreenLeaf At,Automotive,GreenLeaf,3497.28,24,15
P001998,Solace Practice,Beauty,Solace,3480.84,33,22
P001290,Solace And,Clothing,Solace,3474.24,32,24
P000748,Willow Remain,Clothing,Willow,3465.9900000000002,27,19
P000943,Willow Discuss,Clothing,Willow,3458.98,31,21
P000504,GreenLeaf Learn,Beauty,GreenLeaf,3454.02,31,22
P000093,NeoTech Peace,Sports,NeoTech,3439.1000000000004,17,13
P000583,Zenith Event,Beauty,Zenith,3437.25,25,18
P001103,GreenLeaf Old,Books,GreenLeaf,3419.68,29,20
P001539,Willow Into,Clothing,Willow,3418.4700000000003,33,24
P001918,Harbor Close,Sports,Harbor,3418.14,33,23
P000506,Harbor West,Sports,Harbor,3413.7,45,30
P001287,Harbor Forward,Clothing,Harbor,3409.8300000000004,27,21
P000132,Willow Recently,Clothing,Willow,3396.75,25,17
P001984,Willow Eye,Books,Willow,3394.4,40,32
P001702,Pulse Set,Beauty,Pulse,3389.1000000000004,22,16
P001530,NeoTech Collection,Sports,NeoTech,3382.56,27,21
P000740,Orion Mention,Books,Orion,3375.94,46,32
P001999,Willow Old,Automotive,Willow,3367.77,29,23
P000922,Pulse Goal,Home & Kitchen,Pulse,3367.2000000000003,24,20
P000879,GreenLeaf Couple,Home & Kitchen,GreenLeaf,3354.2499999999995,25,22
P001465,Astra Happen,Beauty,Astra,3353.7000000000003,30,23
P000259,Orion Financial,Sports,Orion,3337.2000000000003,20,16
P001610,Everest Republican,Pet Supplies,Everest,3330.7799999999997,43,30
P000595,GreenLeaf History,Books,GreenLeaf,3320.46,33,21
P000448,Zenith Stop,Pet Supplies,Zenith,3316.5,50,35
P001408,Astra Option,Home & Kitchen,Astra,3304.62,18,16
P001809,Zenith Board,Home & Kitchen,Zenith,3293.75,25,16
P000625,Acme Pass,Toys,Acme,3287.62,23,17
P000589,Astra Next,Toys,Astra,3280.42,37,28
P000334,Pulse Something,Pet Supplies,Pulse,3278.73,39,21
P001526,Orion Defense,Clothing,Orion,3278.52,28,18
P001766,Willow Purpose,Pet Supplies,Willow,3275.22,51,30
P001558,Everest Factor,Clothing,Everest,3274.74,23,17
P000185,Orion Guy,Toys,Orion,3273.08,47,30
P000335,NeoTech Cost,Beauty,NeoTech,3272.15,35,22
P001716,Acme Surface,Toys,Acme,3270.46,34,24
P000027,Willow Evening,Toys,Willow,3264.27,53,34
P001570,Willow Few,Beauty,Willow,3264.0,25,17
P001692,Acme Effect,Automotive,Acme,3260.1,30,18
P000287,NeoTech Vote,Pet Supplies,NeoTech,3258.98,47,29
P001298,Astra Moment,Toys,Astra,3251.85,35,26
P001737,Zenith Heart,Beauty,Zenith,3228.3999999999996,35,26
P001362,Orion Ten,Beauty,Orion,3224.91,39,28
P000759,Acme Gun,Home & Kitchen,Acme,3214.26,21,17
P001941,Astra Sometimes,Pet Supplies,Astra,3213.6,39,25
P000159,Nimbus Stock,Sports,Nimbus,3213.1000000000004,22,17
P001203,Harbor Would,Home & Kitchen,Harbor,3212.88,33,24
P000638,Everest Beautiful,Toys,Everest,3208.8,42,32
P000443,Astra Great,Sports,Astra,3203.2000000000003,52,28
P000288,Acme He,Beauty,Acme,3200.1,30,20
P001608,Orion Whatever,Books,Orion,3192.75,33,25
P001274,Nimbus Court,Beauty,Nimbus,3191.2400000000002,38,23
P001217,Everest Really,Beauty,Everest,3186.1499999999996,33,22
P000870,Orion Thought,Clothing,Orion,3185.0400000000004,24,22
P001144,GreenLeaf Know,Clothing,GreenLeaf,3184.83,33,22
P000394,Acme Boy,Toys,Acme,3182.76,28,21
P000393,Willow Behind,Beauty,Willow,3174.0,40,25
P000441,Nimbus Significant,Sports,Nimbus,3172.5,30,18
P001104,Orion Vote,Toys,Orion,3168.68,37,25
P001062,Acme Paper,Sports,Acme,3162.9500000000003,35,23
P000204,Orion Last,Pet Supplies,Orion,3159.24,28,21
P001612,Astra Five,Beauty,Astra,3158.9399999999996,38,28
P000631,Acme Give,Sports,Acme,3158.4,21,15
P000402,Solace Change,Clothing,Solace,3143.31,29,22
P001018,Astra Yes,Automotive,Astra,3141.84,39,26
P001798,Harbor Reflect,Beauty,Harbor,3138.48,27,20
P000656,Nimbus Sell,Sports,Nimbus,3135.57,19,15
P001802,Everest In,Toys,Everest,3127.04,32,24
P000808,Astra Herself,Clothing,Astra,3125.5,25,19
P000722,NeoTech Build,Clothing,NeoTech,3120.6,30,23
P001140,NeoTech Yourself,Sports,NeoTech,3114.75,25,18
P000785,Orion Down,Toys,Orion,3111.36,28,21
P001498,Acme Take,Clothing,Acme,3108.75,15,12
P001594,Pulse Worker,Clothing,Pulse,3099.12,37,25
P000329,Astra Support,Toys,Astra,3097.4900000000002,29,19
P000250,Harbor Seek,Sports,Harbor,3095.29,19,14
P001272,Willow Wall,Beauty,Willow,3092.0,25,17
P001844,Nimbus Size,Books,Nimbus,3090.12,44,29
P000710,Zenith Too,Sports,Zenith,3089.24,28,24
P000226,Solace School,Clothing,Solace,3076.58,26,19
P001820,NeoTech Personal,Clothing,NeoTech,3066.46,34,20
P001031,Solace Group,Pet Supplies,Solace,3065.45,37,24
P000493,Pulse Manage,Beauty,Pulse,3063.15,27,20
P000604,Pulse Economy,Pet Supplies,Pulse,3062.88,27,19
