ORDER_ID,USER_ID,ORDER_STATUS,TOTAL_AMOUNT,ORDER_DATES,ORDER_TIME
O00005750,U008577,returned,358.66,07-12-2024,47:56.6
O00005751,U009689,completed,34.13,29-10-2025,22:46.8
O00005752,U002706,processing,140.04,19-02-2024,21:28.7
O00005753,U003650,shipped,151.72,18-05-2025,08:19.9
O00005754,U004737,cancelled,8.24,14-08-2024,06:01.7
O00005755,U001152,processing,240.79,01-11-2024,06:15.0
O00005756,U000117,returned,618.94,10-12-2024,50:58.9
O00005757,U001206,cancelled,87.02,23-03-2025,53:27.0
O00005758,U001336,cancelled,177.28,26-03-2024,54:39.4
O00005759,U006609,cancelled,2104.08,05-06-2025,59:48.4
O00005760,U007777,cancelled,477.04,18-01-2025,50:00.8
O00005761,U004942,completed,571.14,24-05-2024,19:11.2
O00005762,U002429,shipped,94.61,25-12-2024,17:15.4
O00005763,U008880,cancelled,1041.73,24-01-2024,34:49.2
O00005764,U000510,returned,82.56,08-04-2024,00:41.4
O00005765,U008464,processing,178.83,05-06-2024,33:55.4
O00005766,U002143,shipped,672.95,15-06-2025,17:36.8
O00005768,U006862,returned,350.01,20-03-2025,42:33.6
O00005769,U006696,completed,55.25,24-08-2024,05:52.1
O00005771,U005529,shipped,5.66,29-01-2024,03:22.6
O00005772,U003188,completed,1956.18,04-04-2025,47:51.5
O00005774,U000707,processing,40.71,12-08-2025,05:00.9
O00005775,U009276,returned,1687.99,08-04-2024,14:20.6
O00005777,U001694,shipped,97.26,24-07-2024,46:28.4
O00005778,U001870,returned,300.82,04-02-2025,34:09.8
O00005779,U006610,returned,19.41,05-11-2025,18:09.2
O00005781,U003112,shipped,249.14,23-09-2025,41:52.0
O00005782,U006267,completed,828.98,24-06-2024,57:55.0
O00005784,U007888,completed,376.36,04-01-2024,18:41.1
O00005785,U006948,returned,1021.8,14-02-2024,53:36.0
O00005787,U000669,cancelled,461.57,28-12-2024,46:15.0
O00005788,U005009,processing,84.86,02-08-2024,02:42.9
O00005790,U008951,returned,770.45,17-05-2024,11:05.9
O00005791,U009638,completed,1043.39,13-06-2024,06:52.9
O00005793,U000965,cancelled,94.35,15-08-2024,48:10.2
O00005794,U003366,returned,124.32,02-10-2025,13:10.6
O00005796,U007616,returned,129.49,03-12-2024,03:45.4
O00005797,U005415,cancelled,84.86,12-05-2024,26:23.7
O00005798,U000876,shipped,381.77,05-08-2024,11:52.9
O00005800,U006866,processing,1390.58,30-01-2024,52:29.9
O00005801,U005353,returned,416.78,11-02-2025,44:37.6
O00005803,U008573,processing,431.47,08-08-2024,58:48.1
O00005804,U006522,processing,925.11,04-01-2024,23:10.0
O00005806,U004646,processing,4314.32,02-04-2024,11:08.0
O00005807,U009891,cancelled,482.81,06-03-2024,37:30.2
O00005809,U007123,shipped,61.99,19-05-2024,44:47.2
O00005810,U004061,processing,301.63,08-06-2024,58:53.6
O00005812,U000336,returned,295.05,02-01-2024,23:27.3
O00005813,U004574,shipped,641.22,25-10-2024,56:39.4
O00005815,U007416,cancelled,2.75,04-06-2025,07:46.6
O00005816,U001611,cancelled,116.27,22-07-2024,53:10.8
O00005817,U002558,returned,703.46,03-06-2024,14:58.8
O00005819,U002674,shipped,1133.06,27-08-2024,04:44.3
O00005820,U006934,cancelled,98.47,13-04-2025,05:20.5
O00005822,U007391,shipped,713.1,02-04-2025,33:48.2
O00005823,U003726,cancelled,113.44,22-08-2025,24:00.4
O00005825,U002197,cancelled,509.65,21-04-2025,55:57.5
O00005826,U007445,shipped,2807.11,19-05-2024,41:05.0
O00005828,U003140,cancelled,150.44,22-09-2024,33:04.5
O00005829,U008531,completed,290.28,22-05-2025,23:21.1
O00005831,U000386,shipped,78.36,30-10-2024,07:27.5
O00005832,U000964,returned,2897.95,12-11-2025,06:00.5
O00005834,U008612,returned,927.79,09-02-2024,01:31.8
O00005835,U006220,completed,40.79,30-05-2025,31:31.9
O00005837,U001060,cancelled,1034.24,13-07-2024,55:40.9
O00005838,U009158,processing,106.14,10-09-2024,46:29.2
O00005839,U001968,processing,307.54,30-03-2024,12:16.8
O00005841,U007639,returned,4048.39,18-01-2025,22:48.0
O00005842,U006431,shipped,16.1,25-06-2025,54:02.3
O00005844,U002203,completed,66.46,09-08-2025,36:58.2
O00005845,U007671,cancelled,1653.07,01-07-2025,59:36.5
O00005846,U007576,cancelled,2578.8,18-03-2025,40:18.3
O00005847,U008335,processing,1775.66,25-10-2024,27:15.3
O00005848,U008054,completed,826.22,02-03-2024,53:40.7
O00005849,U000482,completed,3295.55,07-08-2024,39:13.9
O00005850,U006314,shipped,2212.5,15-03-2025,23:02.6
O00005851,U001453,shipped,151.39,07-06-2024,20:11.5
O00005852,U003934,completed,337.38,01-08-2024,49:19.9
O00005853,U008926,completed,186.48,22-03-2024,33:10.2
O00005854,U004648,shipped,88.37,06-06-2024,50:03.4
O00005855,U007388,cancelled,437.3,23-03-2024,56:10.2
O00005856,U007068,processing,593.07,18-03-2025,55:49.3
O00005857,U000018,returned,27.08,01-11-2025,34:37.3
O00005858,U008158,returned,272.05,27-04-2025,30:03.0
O00005859,U005072,completed,1903.68,28-03-2025,40:11.3
O00005860,U003094,cancelled,140.34,05-08-2024,30:14.1
O00005861,U002598,shipped,77.63,04-02-2025,11:39.7
O00005862,U007696,processing,138.66,18-05-2025,51:25.1
O00005863,U001578,returned,161.69,12-04-2024,43:20.0
O00005864,U000691,returned,5044.77,06-04-2024,07:23.4
O00005865,U007957,shipped,802.25,08-03-2025,59:33.1
O00005866,U002082,cancelled,44.88,11-09-2024,14:30.6
O00005867,U001678,returned,363.54,23-08-2024,30:10.3
O00005868,U008341,cancelled,65.06,28-04-2025,10:00.5
O00005869,U006858,returned,79.29,19-02-2025,57:26.9
O00005870,U005787,completed,74.96,27-06-2025,08:25.1
O00005871,U003602,returned,187.33,05-06-2025,36:36.2
O00005872,U006368,cancelled,300.6,14-08-2024,32:26.2
O00005873,U002278,processing,1238.93,26-03-2025,45:29.7
O00005874,U005835,completed,84.48,04-04-2025,52:58.2
O00005875,U006948,completed,850.61,02-06-2024,10:56.2
O00005876,U002535,cancelled,360.29,07-05-2024,45:45.8
O00005878,U004652,cancelled,20.93,20-02-2025,38:26.2
O00005879,U004572,completed,52.26,07-09-2025,13:20.8
O00005880,U004598,processing,567.18,12-06-2025,14:39.2
O00005882,U006166,shipped,167.98,08-05-2024,18:30.4
O00005883,U000453,shipped,151.03,08-11-2024,45:18.0
O00005885,U003474,completed,401.3,29-02-2024,07:25.7
O00005886,U005185,shipped,20.74,28-09-2025,37:09.4
O00005888,U000331,shipped,749.37,15-06-2024,30:26.6
O00005889,U006231,returned,7051.4,23-01-2024,46:45.3
O00005891,U006620,shipped,1703.13,25-06-2025,35:55.2
O00005892,U003975,cancelled,850.61,13-04-2024,13:34.6
O00005894,U007434,completed,65.95,27-04-2024,01:21.8
O00005895,U002228,completed,180.71,19-08-2024,31:07.0
O00005897,U004502,returned,1377.67,18-02-2025,53:42.1
O00005898,U000393,completed,1560.67,05-05-2024,38:13.4
O00005900,U003760,cancelled,68.81,01-05-2025,43:32.7
O00005901,U008913,processing,21.11,27-05-2024,22:23.7
O00005903,U006017,cancelled,8.24,20-08-2024,12:13.4
O00005904,U000654,shipped,37.78,04-07-2024,14:39.1
O00005905,U002138,processing,300.75,31-05-2025,37:56.1
O00005907,U007676,shipped,1249.51,12-03-2024,07:17.2
O00005908,U008364,completed,414.77,12-12-2024,29:15.0
O00005910,U006456,processing,2594.1,18-10-2024,09:55.2
O00005911,U006191,shipped,283.47,20-09-2024,41:17.4
O00005913,U008055,shipped,570.57,05-10-2025,47:52.8
O00005914,U009802,processing,1202.02,11-11-2025,57:23.9
O00005916,U009335,cancelled,1421.85,08-03-2024,49:53.5
O00005917,U003125,cancelled,157.89,24-06-2025,15:28.3
O00005919,U005413,cancelled,491.5,26-06-2024,01:26.8
O00005920,U005329,cancelled,271.92,08-06-2024,17:21.7
O00005922,U006565,cancelled,1306.99,18-12-2024,28:01.2
O00005923,U001126,processing,22.21,14-08-2024,17:53.5
O00005925,U008539,processing,567.39,27-04-2024,16:34.5
O00005926,U005968,cancelled,1284.63,01-10-2024,33:05.8
O00005928,U003512,returned,249.76,18-08-2024,49:39.2
O00005929,U006987,cancelled,84.94,18-01-2025,46:04.8
O00005930,U008813,returned,9.58,29-06-2025,33:57.9
O00005932,U006299,shipped,61.57,04-10-2024,18:22.1
O00005933,U002309,shipped,34.58,03-06-2025,40:25.8
O00005935,U003863,shipped,543.31,25-08-2024,49:33.1
O00005936,U007957,shipped,263.26,07-05-2024,21:16.3
O00005938,U004692,returned,17.6,03-12-2024,22:09.4
O00005939,U000060,shipped,1110.9,23-04-2025,26:39.5
O00005941,U006140,completed,1204,06-02-2024,20:29.4
O00005942,U006011,cancelled,1185.35,14-10-2025,53:11.8
O00005944,U005958,processing,34.11,27-08-2024,43:15.2
O00005945,U001424,processing,217.47,21-01-2025,24:15.4
O00005947,U007444,cancelled,132.74,15-07-2024,46:50.8
O00005948,U002678,completed,1097.86,12-09-2024,13:06.7
O00005950,U004964,returned,524.18,13-01-2025,04:18.0
O00005951,U008231,processing,412.29,04-03-2025,49:03.4
O00005953,U009775,shipped,137.49,26-06-2024,06:16.2
O00005954,U008939,completed,79.09,01-05-2024,40:53.0
O00005955,U001337,cancelled,1644.84,16-10-2025,02:39.1
O00005957,U001712,cancelled,54.64,14-01-2024,47:26.5
O00005958,U001740,processing,624.94,25-06-2025,26:19.2
O00005959,U005824,cancelled,293.13,27-07-2024,40:13.0
O00005960,U007673,processing,80.28,25-03-2024,42:43.5
O00005961,U001672,shipped,180.4,05-03-2025,35:10.6
O00005962,U007704,processing,495.12,04-06-2025,40:14.0
O00005963,U009076,shipped,7013.55,30-07-2024,54:19.6
O00005964,U004055,processing,122.3,20-02-2025,22:52.7
O00005965,U009607,processing,83.13,25-09-2024,51:51.6
O00005966,U007223,returned,208.34,29-08-2025,08:00.3
O00005967,U007324,cancelled,1941.1,24-06-2024,47:17.2
O00005968,U001771,completed,1054.57,14-08-2025,14:05.3
O00005969,U000928,returned,101.56,18-09-2024,31:29.3
O00005970,U006680,shipped,129.24,26-05-2025,17:12.2
O00005971,U002187,returned,100.06,16-12-2024,44:50.6
O00005972,U005255,processing,498.05,12-08-2025,06:32.3
O00005973,U007230,processing,98.25,19-04-2025,40:49.8
O00005974,U007660,cancelled,163.14,07-03-2024,13:47.2
O00005975,U001446,returned,215.6,02-08-2025,44:43.4
O00005976,U007452,processing,228.48,18-01-2024,39:00.5
O00005977,U002805,processing,134.22,13-07-2024,50:19.0
O00005978,U004261,returned,297.51,18-01-2024,41:34.8
O00005979,U008256,shipped,206.87,04-09-2025,17:41.9
O00005980,U008550,shipped,2605.34,27-10-2024,04:04.2
O00005981,U007325,completed,285.6,01-02-2025,56:07.0
O00005982,U002962,shipped,502.61,05-03-2025,39:27.5
O00005983,U006618,processing,270.48,03-02-2025,31:13.9
O00005984,U005194,cancelled,1857.61,08-12-2024,42:16.5
O00005985,U007525,processing,390.28,11-08-2025,11:39.2
O00005986,U007576,cancelled,3.33,20-02-2025,02:14.0
O00005987,U006901,processing,628.43,09-12-2024,07:18.6
O00005988,U004755,returned,367.07,23-07-2025,00:47.3
O00005989,U008717,cancelled,175.4,23-03-2025,17:50.7
O00005990,U008243,cancelled,1253.94,01-06-2024,06:44.8
O00005991,U004175,completed,152.1,20-11-2024,24:07.9
O00005993,U002885,returned,20.37,18-09-2025,06:03.8
O00005994,U003421,returned,1238.84,05-01-2024,29:30.3
O00005996,U001867,completed,126.29,09-01-2024,36:03.8
O00005997,U009487,shipped,20.74,01-04-2025,11:26.8
O00005999,U006280,processing,692.3,15-03-2025,37:53.1
O00006000,U003296,returned,1337.98,30-11-2024,29:14.4
O00006002,U008902,shipped,2962.65,09-01-2024,30:09.9
O00006003,U003488,shipped,266.16,18-01-2025,59:13.4
O00006005,U004148,completed,93.09,10-01-2024,22:37.6
O00006006,U006058,processing,948.82,13-03-2024,26:35.6
O00006008,U007711,processing,2435.66,04-08-2025,48:47.2
O00006009,U006789,shipped,1368.99,28-03-2024,27:16.6
O00006010,U001588,cancelled,225.87,20-09-2024,15:59.7
O00006012,U008742,completed,16.58,21-11-2024,27:57.7
O00006013,U001293,cancelled,538.81,13-12-2024,03:40.7
O00006015,U004577,returned,69.07,07-01-2024,07:44.6
O00006016,U005786,processing,158.76,05-03-2024,05:57.2
O00006018,U002728,returned,455.4,17-02-2025,29:47.1
O00006019,U006345,processing,173.21,12-10-2025,43:06.8
O00006021,U003409,completed,1107.66,01-02-2025,52:50.5
O00006022,U006000,completed,453.01,10-05-2024,31:07.3
O00006024,U008774,returned,174.59,09-05-2025,48:41.0
O00006025,U007472,shipped,266.54,13-06-2025,39:49.7
O00006027,U004180,cancelled,599.11,16-03-2024,20:44.3
O00006028,U004601,returned,148.55,11-07-2024,07:04.3
O00006030,U006952,completed,2815.22,04-12-2024,57:11.8
O00006031,U002530,processing,346.47,05-07-2024,25:51.7
O00006032,U004733,returned,49.41,30-03-2024,07:31.0
O00006034,U001066,cancelled,118.97,30-07-2024,39:51.0
O00006035,U009465,shipped,28.37,09-11-2025,24:39.8
O00006037,U008986,processing,2140.87,29-06-2024,28:20.6
O00006038,U007005,shipped,207.87,21-05-2024,33:22.9
O00006040,U009806,shipped,526.25,05-07-2024,27:45.2
O00006041,U001520,cancelled,156.24,17-08-2025,18:33.4
O00006043,U009323,processing,363.12,16-02-2025,13:58.3
O00006044,U004513,shipped,96.63,29-03-2025,49:16.2
O00006046,U009414,returned,2022.33,24-01-2024,59:11.3
O00006047,U000391,processing,60.7,14-07-2024,02:54.9
O00006049,U005840,shipped,37.4,04-08-2025,25:10.6
O00006050,U003009,shipped,56.26,15-02-2025,16:10.2
O00006052,U007915,completed,11.15,25-08-2024,21:43.8
O00006053,U006189,shipped,1774.29,16-10-2024,03:43.4
O00006054,U001502,processing,1746.23,22-07-2024,49:42.2
O00006056,U002429,cancelled,91.51,25-06-2024,04:18.6
O00006057,U008714,completed,526.84,16-08-2025,59:15.6
O00006059,U001483,processing,3932.55,06-10-2024,28:40.9
O00006060,U007780,completed,1325.06,11-03-2025,55:06.4
O00006062,U000916,completed,418.78,11-09-2024,44:45.4
O00006063,U005412,completed,114.03,15-03-2025,57:35.7
O00006065,U007831,cancelled,318.63,13-10-2024,44:33.7
O00006066,U003470,processing,936.26,10-03-2025,47:54.7
O00006068,U002529,shipped,336.5,16-03-2024,31:30.5
O00006069,U009939,processing,541.54,02-09-2025,52:25.5
O00006070,U006351,completed,52.33,24-11-2024,31:32.6
O00006071,U003792,shipped,322.12,25-03-2024,26:06.3
O00006072,U009453,cancelled,492.22,02-11-2024,11:20.2
O00006073,U004684,returned,35.4,24-02-2024,35:11.7
O00006074,U001972,completed,393.53,08-03-2024,02:50.5
O00006075,U003370,returned,1504.96,05-05-2024,39:27.3
O00006076,U009298,shipped,8.2,01-07-2024,03:36.3
O00006077,U000780,returned,508.72,25-07-2024,18:33.7
O00006078,U008141,processing,4631.86,12-10-2024,27:02.1
O00006079,U002068,returned,105.48,16-08-2024,06:16.8
O00006080,U008771,completed,171.69,30-01-2025,00:57.0
O00006081,U002014,returned,94.95,02-05-2024,53:56.0
O00006082,U004948,processing,202.73,17-03-2025,05:35.0
O00006083,U006117,completed,243.76,20-11-2024,15:14.5
O00006084,U000819,processing,42.78,26-02-2024,04:56.5
O00006085,U000836,shipped,548.83,06-11-2024,26:28.0
O00006086,U009850,shipped,245.42,06-11-2024,50:47.9
O00006087,U001739,completed,2963.85,24-06-2025,43:28.0
O00006088,U000530,completed,395.47,13-11-2024,20:31.3
O00006089,U000023,processing,42.37,18-11-2024,52:44.6
O00006090,U009998,completed,729.95,21-12-2024,55:30.3
O00006091,U005426,completed,1940.79,11-07-2024,35:21.5
O00006092,U007036,returned,93.18,16-03-2024,02:59.7
O00006093,U008564,returned,1176,14-04-2024,53:45.9
O00006094,U002066,processing,245.2,19-06-2024,28:51.4
O00006095,U004575,shipped,4279.03,20-10-2025,59:55.1
O00006096,U005049,cancelled,675.6,19-08-2024,08:08.9
O00006097,U009022,returned,953.17,13-03-2024,15:51.0
O00006098,U004558,cancelled,81.52,23-02-2025,30:58.8
O00006099,U007024,cancelled,815.47,18-10-2025,23:14.2
O00006100,U008273,shipped,73.9,03-06-2024,21:10.2
O00006101,U008958,returned,15.26,10-07-2024,28:09.8
O00006102,U006514,processing,172.38,31-12-2024,59:35.2
O00006104,U003197,shipped,517.4,10-06-2025,16:52.9
O00006105,U004846,returned,892.85,08-02-2024,33:16.4
O00006107,U007465,processing,296.2,04-07-2024,21:09.7
O00006108,U003517,returned,468.68,28-06-2024,55:41.8
O00006110,U001480,cancelled,681.62,06-06-2025,01:19.7
O00006111,U002311,completed,331.27,01-06-2025,29:58.9
O00006113,U000245,completed,3613.4,05-07-2025,54:19.0
O00006114,U003623,shipped,70.46,29-12-2024,32:20.2
O00006116,U009904,processing,31.28,11-11-2025,07:56.7
O00006117,U007190,shipped,1282.36,11-01-2024,13:41.2
O00006118,U008104,cancelled,90.64,13-11-2025,20:59.8
O00006120,U008328,completed,312.62,17-10-2025,41:21.9
O00006121,U002746,cancelled,245.96,19-09-2024,12:52.2
O00006123,U008383,returned,451.42,17-07-2025,35:35.4
O00006124,U000348,cancelled,2012.94,03-05-2025,23:56.6
O00006126,U007902,returned,409.69,05-02-2025,13:35.3
O00006127,U006443,cancelled,135.33,10-03-2024,18:53.0
O00006129,U003365,shipped,75.4,26-02-2025,33:29.7
O00006130,U004671,returned,260.79,02-10-2025,49:26.6
O00006132,U001592,shipped,210.15,05-02-2024,33:34.4
O00006133,U001966,shipped,59.65,30-11-2024,15:53.6
O00006135,U008195,cancelled,958.8,14-09-2024,49:58.3
O00006136,U000998,returned,453.53,03-05-2025,32:12.7
O00006138,U001550,shipped,231.08,18-05-2024,05:23.1
O00006139,U003828,returned,119.94,19-02-2025,19:20.8
O00006141,U001247,shipped,232.25,14-09-2025,07:32.9
O00006142,U003998,returned,92.23,06-10-2024,51:55.6
O00006143,U007455,completed,611.64,09-07-2025,01:13.5
O00006145,U006600,completed,172.68,18-12-2024,53:40.4
O00006146,U004910,completed,112.52,09-09-2025,28:28.5
O00006148,U008496,processing,896.38,29-01-2024,04:59.2
O00006149,U001593,shipped,290.88,20-06-2025,41:48.6
O00006151,U001081,completed,2984.62,18-09-2025,55:54.1
O00006152,U008010,returned,65.13,07-10-2024,08:33.1
O00006154,U007097,shipped,32.15,29-11-2024,41:15.4
O00006155,U005401,shipped,1935.66,25-07-2024,54:06.8
O00006157,U005686,cancelled,57.18,29-10-2024,32:49.9
O00006158,U000858,processing,94.02,18-04-2025,56:29.6
O00006160,U003264,shipped,152.38,16-07-2024,43:44.1
O00006161,U003370,completed,914.16,18-12-2024,17:40.1
O00006163,U006143,processing,106.31,13-02-2025,16:44.0
O00006164,U008646,completed,67.32,09-08-2024,59:40.1
O00006165,U005160,shipped,573.65,28-10-2024,43:48.8
O00006167,U002267,shipped,32.46,08-10-2024,36:02.1
O00006168,U005440,shipped,340.71,30-06-2025,33:24.1
O00006170,U000157,processing,83.98,16-12-2024,58:57.5
O00006171,U001157,shipped,2155.96,14-10-2024,59:17.0
O00006173,U001610,shipped,76.79,17-05-2025,28:19.6
O00006174,U004212,cancelled,20.4,21-06-2024,12:51.3
O00006176,U001491,shipped,248.05,25-06-2025,23:14.6
O00006177,U002558,completed,1421.63,02-10-2025,28:51.4
O00006179,U003088,returned,235.57,29-12-2024,16:15.5
O00006180,U000595,cancelled,403.23,17-09-2025,57:30.9
O00006182,U009073,shipped,289.1,04-06-2024,04:05.3
O00006183,U006222,shipped,113.7,12-04-2024,54:06.5
O00006184,U001043,processing,413.08,20-01-2024,03:02.0
O00006185,U000618,cancelled,33.16,30-08-2024,53:41.1
O00006186,U004376,completed,933.64,12-05-2025,15:10.1
O00006187,U005313,cancelled,148.52,19-09-2024,38:27.9
O00006188,U000159,cancelled,215.6,28-07-2024,45:30.6
O00006189,U002163,returned,203.4,22-01-2024,18:39.0
O00006190,U009938,cancelled,365.24,22-08-2024,59:45.9
O00006191,U002239,shipped,868.13,23-04-2025,10:24.2
O00006192,U004749,processing,268.44,08-11-2024,06:44.8
O00006193,U004242,returned,125.92,25-06-2024,38:47.3
O00006194,U006024,cancelled,801.6,03-03-2024,18:50.8
O00006195,U007977,returned,22.24,22-07-2024,04:59.8
O00006196,U005325,returned,596.56,28-01-2024,39:34.6
O00006197,U005008,processing,244.27,18-12-2024,41:22.9
O00006198,U001990,shipped,38.44,21-01-2024,22:37.7
O00006199,U001452,shipped,60.83,10-05-2025,47:39.6
O00006200,U008012,shipped,210.15,04-07-2024,48:49.5
O00006201,U008171,cancelled,77.84,12-01-2025,35:44.7
O00006202,U002341,returned,1071.68,23-09-2025,23:13.5
O00006203,U008083,completed,67.57,06-11-2025,21:18.4
O00006204,U002737,shipped,23.28,19-08-2025,45:58.4
O00006205,U003648,processing,585.44,09-11-2024,14:43.5
O00006206,U004923,completed,795.86,20-07-2024,30:55.0
O00006207,U005929,completed,789.41,21-09-2024,49:30.0
O00006208,U004211,shipped,115.22,27-02-2024,59:30.4
O00006209,U004699,cancelled,49.7,21-04-2024,27:11.0
O00006210,U007456,processing,84.98,25-01-2025,34:46.9
O00006211,U008582,cancelled,314.95,12-01-2025,30:01.9
O00006212,U007882,processing,703.22,19-05-2024,52:46.7
O00006213,U006878,returned,283.17,02-10-2025,40:36.4
O00006214,U007579,shipped,381.83,18-10-2024,46:25.6
O00006215,U008406,shipped,119.08,25-03-2024,51:43.5
O00006217,U001475,shipped,8.24,06-02-2025,45:45.2
O00006218,U000932,completed,1268.92,14-01-2024,41:42.6
O00006220,U000768,shipped,887.72,08-10-2025,01:48.7
O00006221,U003998,completed,64.22,24-05-2025,49:09.0
O00006223,U000714,processing,99.26,19-05-2025,24:45.1
O00006224,U003385,processing,957.87,23-11-2024,43:57.5
O00006226,U008788,shipped,858.26,19-07-2025,01:29.5
O00006227,U006222,cancelled,66.03,19-01-2024,40:46.9
O00006229,U001126,processing,148.45,30-10-2025,49:39.6
O00006230,U001539,shipped,88.39,12-03-2024,56:46.7
O00006232,U008339,shipped,631.61,08-06-2025,14:28.1
O00006233,U002655,returned,738.59,04-07-2024,13:17.0
O00006234,U009916,shipped,49.98,30-03-2025,53:03.5
O00006236,U000217,returned,1049.77,20-07-2025,47:46.6
O00006237,U000452,cancelled,541.77,30-12-2024,05:51.6
O00006239,U007012,completed,31.39,07-07-2025,24:18.9
O00006240,U006830,processing,715.74,08-09-2024,50:16.3
O00006242,U003903,completed,179.7,02-03-2024,58:38.4
O00006243,U008607,processing,825.74,20-02-2025,34:44.0
O00006245,U001711,shipped,235.46,01-03-2024,02:30.3
O00006246,U007944,shipped,975.52,24-06-2025,07:29.2
O00006248,U007963,completed,79.17,01-06-2024,39:42.9
O00006249,U008392,completed,328.76,18-08-2025,17:02.5
O00006251,U005880,cancelled,2070.54,15-03-2024,02:21.4
O00006252,U004704,shipped,79.42,08-03-2025,43:29.7
O00006254,U000307,completed,534.09,25-08-2025,41:52.5
O00006255,U008883,completed,199.31,20-11-2024,54:27.9
O00006257,U003002,completed,453.07,03-08-2024,56:30.2
O00006258,U001799,shipped,545.28,12-11-2024,26:13.2
O00006260,U005917,completed,1206.78,05-04-2025,45:53.5
O00006261,U007287,shipped,9.81,23-10-2024,47:07.2
O00006262,U003244,processing,74.86,20-04-2025,06:00.2
O00006264,U000235,completed,57.43,08-04-2025,37:53.5
O00006265,U008826,returned,2594.72,20-11-2024,06:23.5
O00006267,U009681,completed,15.64,14-05-2024,51:19.8
O00006268,U005635,completed,157,25-09-2024,49:56.2
O00006270,U004458,returned,402.98,21-08-2025,11:52.9
O00006271,U006250,cancelled,154.05,30-10-2025,55:47.4
O00006273,U004972,cancelled,520.75,14-01-2024,20:15.2
O00006274,U003159,processing,90.89,07-12-2024,21:41.2
O00006276,U009267,returned,92.23,26-07-2024,13:26.1
O00006277,U002610,cancelled,546.48,17-02-2025,18:47.8
O00006279,U007940,cancelled,94.32,23-07-2025,40:48.5
O00006280,U001072,processing,392.17,29-03-2024,09:02.9
O00006282,U002460,processing,195.26,22-06-2024,11:18.0
O00006283,U009352,processing,544.93,08-08-2024,31:59.3
O00006285,U000381,shipped,79.25,04-02-2025,15:40.0
O00006286,U004968,shipped,1893.81,02-07-2025,04:10.7
O00006288,U009613,completed,551.16,29-03-2025,50:29.7
O00006289,U008896,returned,276.56,09-09-2025,40:48.6
O00006291,U002850,returned,1837.89,12-03-2025,39:14.3
O00006292,U009777,processing,51.84,15-01-2025,05:13.5
O00006293,U004265,processing,119.14,18-02-2024,59:43.2
O00006295,U008678,completed,65,28-06-2024,50:58.7
O00006296,U003274,shipped,36.34,09-01-2025,32:39.4
O00006297,U007111,completed,140.52,20-08-2025,13:47.7
O00006298,U001938,cancelled,639.13,21-06-2024,28:56.9
O00006299,U009894,processing,480.16,12-12-2024,32:45.4
O00006300,U005079,processing,395.06,08-02-2025,27:11.7
O00006301,U003367,shipped,361.53,10-06-2025,02:13.6
O00006302,U004675,processing,470.89,16-02-2024,09:17.1
O00006303,U002473,processing,578.63,04-04-2025,19:21.1
O00006304,U004441,completed,251.79,13-08-2024,28:42.5
O00006305,U002360,returned,2011.39,03-06-2024,23:03.4
O00006306,U003266,returned,724.19,15-08-2024,20:07.0
O00006307,U004186,processing,169.96,15-08-2024,24:11.6
O00006308,U003770,cancelled,165.42,10-09-2024,07:19.9
O00006309,U006097,shipped,141.49,31-01-2024,53:01.6
O00006310,U009376,completed,226.88,17-01-2025,25:49.7
O00006311,U001066,completed,374.85,14-03-2024,29:02.1
O00006312,U005280,cancelled,1351.78,09-09-2024,59:37.3
O00006313,U000815,processing,159.88,02-08-2024,22:29.6
O00006314,U001844,cancelled,1142.87,10-03-2025,50:52.9
O00006315,U008927,cancelled,20.06,20-06-2024,08:12.8
O00006316,U000123,completed,766.52,02-02-2024,35:46.7
O00006317,U003067,cancelled,831.76,15-05-2024,12:15.9
O00006318,U009469,cancelled,566.37,01-12-2024,27:56.2
O00006319,U002815,shipped,143.13,04-09-2025,03:41.1
O00006320,U006642,processing,501.37,19-07-2025,50:54.7
O00006321,U007144,processing,299.09,17-07-2024,54:02.0
O00006322,U002496,cancelled,27.19,08-11-2024,57:13.8
O00006323,U001586,shipped,788.14,08-07-2024,53:04.3
O00006324,U005057,returned,701.36,03-10-2024,01:44.6
O00006325,U001893,shipped,713.74,04-12-2024,24:39.5
O00006326,U002856,completed,375.83,23-08-2025,52:27.9
O00006327,U002894,cancelled,174.59,11-04-2024,38:02.7
O00006328,U006985,completed,223.21,03-12-2024,22:41.6
O00006329,U000498,cancelled,231.62,12-07-2024,01:31.0
O00006331,U003392,processing,1320.89,23-06-2025,15:36.9
O00006332,U002004,processing,30.77,21-03-2025,33:48.1
O00006334,U007185,completed,794.08,24-09-2024,20:46.5
O00006335,U009266,returned,63.33,22-10-2025,43:22.1
O00006337,U001860,shipped,825.34,18-02-2025,14:31.4
O00006338,U009018,completed,24.34,13-02-2024,36:36.8
O00006340,U002090,processing,1086.86,12-05-2024,02:55.5
O00006341,U003820,completed,239.97,28-02-2024,25:03.6
O00006343,U005302,returned,916.33,18-03-2025,22:06.6
O00006344,U008669,cancelled,317.84,06-09-2025,30:38.7
O00006345,U001267,returned,134.65,16-03-2024,07:09.0
O00006347,U008742,processing,660.99,31-12-2024,37:13.4
O00006348,U007812,returned,127.52,28-05-2024,28:00.3
O00006350,U007655,completed,278.74,08-08-2025,40:41.8
O00006351,U005669,shipped,111.12,27-07-2025,09:45.2
O00006353,U008471,returned,235.79,09-11-2025,24:53.9
