user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
U002185,177,2,959.63,3,2,3,323,Potential
U002186,277,1,1574.43,2,1,4,214,At Risk
U002187,23,6,1433.96,5,5,4,554,Champions
U002188,105,3,1635.31,4,4,4,444,Champions
U002189,191,4,1196.55,3,5,3,353,Loyal
U002190,237,2,667.4300000000001,3,2,2,322,Potential
U002192,404,1,824.25,2,1,3,213,At Risk
U002194,40,3,2234.72,5,4,4,544,Champions
U002195,323,1,2828.55,2,1,5,215,At Risk
U002196,290,2,931.65,2,2,3,223,At Risk
U002197,207,2,862.62,3,2,3,323,Potential
U002198,5,2,3639.31,5,2,5,525,Potential
U002199,96,3,605.3,4,4,2,442,Loyal
U002200,137,3,1387.66,4,4,4,444,Champions
U002201,615,1,223.58,1,1,1,111,Lost
U002202,461,3,466.71,1,4,2,142,Lost
U002203,97,7,2687.08,4,5,5,455,Champions
U002204,95,2,105.36,4,2,1,421,Potential
U002205,72,2,2181.67,4,2,4,424,Potential
U002206,247,2,408.02,3,2,2,322,Potential
U002207,77,2,1573.99,4,2,4,424,Potential
U002208,655,1,508.65,1,1,2,112,Lost
U002209,93,5,1047.74,4,5,3,453,Loyal
U002210,58,4,4233.27,5,5,5,555,Champions
U002211,202,2,568.37,3,2,2,322,Potential
U002212,556,1,758.63,1,1,3,113,Lost
U002213,326,1,507.58,2,1,2,212,At Risk
U002214,72,1,74.37,4,1,1,411,Potential
U002215,359,2,678.8299999999999,2,2,3,223,At Risk
U002216,291,2,1310.1399999999999,2,2,4,224,At Risk
U002217,622,1,8.99,1,1,1,111,Lost
U002218,218,2,781.51,3,2,3,323,Potential
U002219,548,1,244.91,1,1,1,111,Lost
U002220,59,3,1815.58,5,4,4,544,Champions
U002221,154,3,3821.37,3,4,5,345,Loyal
U002222,53,3,5918.860000000001,5,4,5,545,Champions
U002223,32,3,1770.82,5,4,4,544,Champions
U002224,539,1,1272.5,1,1,4,114,Lost
U002226,174,1,127.41,3,1,1,311,Potential
U002227,5,7,2007.91,5,5,4,554,Champions
U002228,451,1,180.71,1,1,1,111,Lost
U002230,28,2,1294.9,5,2,4,524,Potential
U002231,123,2,656.5600000000001,4,2,2,422,Potential
U002232,208,3,1611.6299999999999,3,4,4,344,Loyal
U002233,571,1,3553.06,1,1,5,115,Lost
U002234,347,1,2.83,2,1,1,211,At Risk
U002235,390,2,1754.6499999999999,2,2,4,224,At Risk
U002236,462,1,1708.2499999999998,1,1,4,114,Lost
U002237,59,3,359.5,5,4,2,542,Loyal
U002238,526,2,389.14,1,2,2,122,Lost
U002239,205,2,1537.97,3,2,4,324,Potential
U002240,90,4,2344.83,4,5,5,455,Champions
U002241,427,1,957.21,1,1,3,113,Lost
U002242,14,1,169.85000000000002,5,1,1,511,Potential
U002243,566,1,880.38,1,1,3,113,Lost
U002244,104,2,756.47,4,2,3,423,Potential
U002245,312,1,40.54,2,1,1,211,At Risk
U002246,518,1,240.84,1,1,1,111,Lost
U002247,371,2,4024.94,2,2,5,225,At Risk
U002248,40,3,675.12,5,4,3,543,Loyal
U002249,82,3,567.14,4,4,2,442,Loyal
U002250,256,1,286.85,2,1,2,212,At Risk
U002251,42,3,1205.07,5,4,3,543,Loyal
U002252,168,3,585.9100000000001,3,4,2,342,Loyal
U002255,190,5,3376.85,3,5,5,355,Loyal
U002256,204,2,191.20999999999998,3,2,1,321,Potential
U002257,10,3,2105.38,5,4,4,544,Champions
U002258,292,3,1830.46,2,4,4,244,At Risk
U002259,106,2,908.03,4,2,3,423,Potential
U002260,6,4,2226.26,5,5,4,554,Champions
U002261,231,2,1061.9299999999998,3,2,3,323,Potential
U002262,672,1,1211.68,1,1,3,113,Lost
U002263,196,1,367.8,3,1,2,312,Potential
U002264,86,4,1605.11,4,5,4,454,Champions
U002266,377,1,151.81,2,1,1,211,At Risk
U002267,23,6,1858.6,5,5,4,554,Champions
U002268,446,2,1407.6299999999999,1,2,4,124,Lost
U002269,288,1,311.12,2,1,2,212,At Risk
U002270,191,4,1412.55,3,5,4,354,Loyal
U002271,82,3,1107.64,4,4,3,443,Loyal
U002272,329,1,40.24,2,1,1,211,At Risk
U002273,534,1,1474.87,1,1,4,114,Lost
U002275,236,1,53.16,3,1,1,311,Potential
U002276,454,2,219.96,1,2,1,121,Lost
U002277,287,1,1511.3,2,1,4,214,At Risk
U002278,233,4,3961.7200000000003,3,5,5,355,Loyal
U002279,58,6,2382.3,5,5,5,555,Champions
U002280,41,1,1267.31,5,1,4,514,Potential
U002281,17,1,177.92,5,1,1,511,Potential
U002283,16,2,798.6800000000001,5,2,3,523,Potential
U002285,518,1,2284.29,1,1,5,115,Lost
U002286,135,4,3494.77,4,5,5,455,Champions
U002287,346,3,1430.98,2,4,4,244,At Risk
U002288,303,3,4287.97,2,4,5,245,At Risk
U002289,109,3,1762.6200000000001,4,4,4,444,Champions
U002290,392,3,2942.71,2,4,5,245,At Risk
U002291,241,3,3181.6400000000003,3,4,5,345,Loyal
U002292,257,1,150.4,2,1,1,211,At Risk
U002293,229,2,1047.02,3,2,3,323,Potential
U002294,249,2,518.42,3,2,2,322,Potential
U002295,206,2,1947.83,3,2,4,324,Potential
U002296,460,1,177.51,1,1,1,111,Lost
U002297,210,1,102.79,3,1,1,311,Potential
U002298,48,3,599.3,5,4,2,542,Loyal
U002299,22,2,816.09,5,2,3,523,Potential
U002301,18,2,2750.33,5,2,5,525,Potential
U002302,138,3,1385.97,4,4,4,444,Champions
U002303,78,1,346.58,4,1,2,412,Potential
U002304,322,3,2578.8,2,4,5,245,At Risk
U002305,289,1,205.36,2,1,1,211,At Risk
U002307,667,1,296.42,1,1,2,112,Lost
U002309,164,2,95.49000000000001,3,2,1,321,Potential
U002310,233,1,598.4200000000001,3,1,2,312,Potential
U002311,103,2,2308.42,4,2,5,425,Potential
U002312,108,1,41.55,4,1,1,411,Potential
U002313,32,1,872.48,5,1,3,513,Potential
U002315,261,5,1606.22,2,5,4,254,At Risk
U002316,661,1,2789.19,1,1,5,115,Lost
U002317,469,1,6.79,1,1,1,111,Lost
U002318,95,3,671.5,4,4,3,443,Loyal
U002319,541,1,2038.8700000000001,1,1,4,114,Lost
U002320,1,2,303.09000000000003,5,2,2,522,Potential
U002321,116,4,3213.16,4,5,5,455,Champions
U002322,180,3,1189.3899999999999,3,4,3,343,Loyal
U002323,208,3,301.52,3,4,2,342,Loyal
U002324,458,2,537.45,1,2,2,122,Lost
U002325,127,1,212.46,4,1,1,411,Potential
U002326,546,1,961.44,1,1,3,113,Lost
U002327,99,1,669.69,4,1,3,413,Potential
U002328,227,1,458.59,3,1,2,312,Potential
U002329,0,5,3269.38,5,5,5,555,Champions
U002331,278,2,1277.92,2,2,4,224,At Risk
U002332,648,1,197.07,1,1,1,111,Lost
U002333,119,2,162.18,4,2,1,421,Potential
U002334,97,3,204.32,4,4,1,441,Loyal
U002335,155,1,1429.08,3,1,4,314,Potential
U002336,356,2,1379.4599999999998,2,2,4,224,At Risk
U002337,624,1,64.46,1,1,1,111,Lost
U002339,385,2,700.84,2,2,3,223,At Risk
U002340,83,2,208.95,4,2,1,421,Potential
U002341,52,3,1438.04,5,4,4,544,Champions
U002342,61,3,3883.16,5,4,5,545,Champions
U002343,513,1,486.87,1,1,2,112,Lost
U002344,79,4,2204.98,4,5,4,454,Champions
U002345,35,3,1630.3700000000001,5,4,4,544,Champions
U002346,133,3,2405.39,4,4,5,445,Champions
U002347,413,2,579.61,1,2,2,122,Lost
U002348,414,1,26.54,1,1,1,111,Lost
U002350,239,1,89.07000000000001,3,1,1,311,Potential
U002351,340,1,1346.0500000000002,2,1,4,214,At Risk
U002352,23,3,4595.849999999999,5,4,5,545,Champions
U002353,641,1,21.73,1,1,1,111,Lost
U002354,626,1,78.38,1,1,1,111,Lost
U002355,325,1,1418.14,2,1,4,214,At Risk
U002356,188,4,1677.91,3,5,4,354,Loyal
U002357,162,1,1584.36,3,1,4,314,Potential
U002358,335,1,4359.57,2,1,5,215,At Risk
U002359,185,2,348.88,3,2,2,322,Potential
U002360,147,5,4313.73,3,5,5,355,Loyal
U002361,248,2,128.65,3,2,1,321,Potential
U002362,56,4,4206.23,5,5,5,555,Champions
U002363,406,1,2619.06,2,1,5,215,At Risk
U002364,594,1,24.1,1,1,1,111,Lost
U002365,359,1,2980.46,2,1,5,215,At Risk
U002366,100,1,516.98,4,1,2,412,Potential
U002367,191,2,248.48000000000002,3,2,1,321,Potential
U002368,418,2,307.11,1,2,2,122,Lost
U002369,117,3,3320.7200000000003,4,4,5,445,Champions
U002370,234,1,392.25,3,1,2,312,Potential
U002371,144,2,797.57,4,2,3,423,Potential
U002372,90,3,185.62,4,4,1,441,Loyal
U002373,663,1,61.82,1,1,1,111,Lost
U002374,597,2,909.34,1,2,3,123,Lost
U002376,108,5,7332.01,4,5,5,455,Champions
U002377,230,3,3531.89,3,4,5,345,Loyal
U002378,467,1,122.1,1,1,1,111,Lost
U002379,668,1,754.8399999999999,1,1,3,113,Lost
U002381,142,4,5153.099999999999,4,5,5,455,Champions
U002382,67,2,1484.99,4,2,4,424,Potential
U002383,10,4,1781.0600000000002,5,5,4,554,Champions
U002384,169,3,494.27,3,4,2,342,Loyal
U002385,43,3,1226.29,5,4,3,543,Loyal
U002386,309,2,343.22,2,2,2,222,At Risk
U002388,78,1,5.11,4,1,1,411,Potential
U002389,437,1,1623.86,1,1,4,114,Lost
U002390,474,1,1781.38,1,1,4,114,Lost
U002391,429,2,505.27,1,2,2,122,Lost
U002392,174,4,1175.78,3,5,3,353,Loyal
U002393,517,2,1918.97,1,2,4,124,Lost
U002394,487,1,432.91999999999996,1,1,2,112,Lost
U002395,469,1,42.35,1,1,1,111,Lost
U002397,454,1,20.7,1,1,1,111,Lost
U002398,504,2,3153.63,1,2,5,125,Lost
U002399,61,5,2919.05,5,5,5,555,Champions
U002400,289,2,1840.97,2,2,4,224,At Risk
U002402,296,1,835.5,2,1,3,213,At Risk
U002403,342,1,21.38,2,1,1,211,At Risk
U002404,114,7,2972.22,4,5,5,455,Champions
U002406,484,1,140.16,1,1,1,111,Lost
U002407,137,1,23.33,4,1,1,411,Potential
U002408,141,1,484.18,4,1,2,412,Potential
U002409,578,1,220.47000000000003,1,1,1,111,Lost
U002410,342,3,694.77,2,4,3,243,At Risk
U002411,414,2,1999.13,1,2,4,124,Lost
U002412,33,2,1654.5900000000001,5,2,4,524,Potential
U002413,537,1,437.81,1,1,2,112,Lost
U002414,432,3,659.94,1,4,2,142,Lost
U002415,195,2,158.07999999999998,3,2,1,321,Potential
U002417,82,5,2833.62,4,5,5,455,Champions
U002418,538,1,71.65,1,1,1,111,Lost
U002419,204,3,695.55,3,4,3,343,Loyal
U002420,245,2,3086.89,3,2,5,325,Potential
U002421,105,3,916.29,4,4,3,443,Loyal
U002422,352,2,2769.2900000000004,2,2,5,225,At Risk
U002423,18,2,1253.11,5,2,3,523,Potential
U002424,168,1,4555.099999999999,3,1,5,315,Potential
U002426,120,5,3063.37,4,5,5,455,Champions
U002427,292,1,1045.6999999999998,2,1,3,213,At Risk
U002428,127,3,2265.56,4,4,5,445,Champions
U002429,48,4,1444.3899999999999,5,5,4,554,Champions
U002430,292,2,455.65,2,2,2,222,At Risk
U002431,84,4,804.11,4,5,3,453,Loyal
U002432,38,3,354.2,5,4,2,542,Loyal
U002433,616,1,855.63,1,1,3,113,Lost
U002434,485,1,310.09000000000003,1,1,2,112,Lost
U002435,310,2,700.89,2,2,3,223,At Risk
U002436,81,4,1262.6799999999998,4,5,4,454,Champions
U002437,229,3,1776.6499999999999,3,4,4,344,Loyal
U002438,281,4,775.79,2,5,3,253,At Risk
U002439,256,2,722.58,2,2,3,223,At Risk
U002440,154,2,4871.46,3,2,5,325,Potential
U002441,162,4,4544.1,3,5,5,355,Loyal
U002442,294,3,1421.25,2,4,4,244,At Risk
U002443,147,1,264.04,3,1,1,311,Potential
U002445,45,4,1755.6399999999999,5,5,4,554,Champions
U002446,10,2,2862.05,5,2,5,525,Potential
U002447,96,1,121.58999999999999,4,1,1,411,Potential
U002448,248,2,915.27,3,2,3,323,Potential
U002449,444,1,33.17,1,1,1,111,Lost
U002450,66,2,1294.0,5,2,4,524,Potential
U002451,133,1,437.22,4,1,2,412,Potential
U002452,39,1,201.62,5,1,1,511,Potential
U002453,175,3,3008.01,3,4,5,345,Loyal
U002454,214,2,2067.69,3,2,4,324,Potential
U002455,34,3,987.47,5,4,3,543,Loyal
U002456,230,4,817.0800000000002,3,5,3,353,Loyal
U002458,654,1,492.82,1,1,2,112,Lost
U002459,226,1,368.75,3,1,2,312,Potential
U002460,317,3,338.79999999999995,2,4,2,242,At Risk
U002461,219,5,1774.67,3,5,4,354,Loyal
U002462,324,1,919.54,2,1,3,213,At Risk
U002464,47,3,1786.8,5,4,4,544,Champions
U002465,98,5,2157.25,4,5,4,454,Champions
U002466,215,4,1229.51,3,5,3,353,Loyal
U002468,491,1,97.46,1,1,1,111,Lost
U002469,451,4,1870.57,1,5,4,154,Lost
U002470,406,1,522.1800000000001,2,1,2,212,At Risk
U002471,77,3,1048.0,4,4,3,443,Loyal
U002472,432,1,238.66,1,1,1,111,Lost
U002473,224,3,1000.4200000000001,3,4,3,343,Loyal
U002476,27,3,1423.8400000000001,5,4,4,544,Champions
U002477,55,3,2105.44,5,4,4,544,Champions
U002478,44,3,2226.96,5,4,4,544,Champions
U002479,392,2,380.3,2,2,2,222,At Risk
U002480,544,1,117.21000000000001,1,1,1,111,Lost
U002481,300,3,1440.69,2,4,4,244,At Risk
U002482,130,1,316.15,4,1,2,412,Potential
U002483,534,1,180.9,1,1,1,111,Lost
U002484,0,2,346.53000000000003,5,2,2,522,Potential
U002485,199,2,845.4200000000001,3,2,3,323,Potential
U002486,136,1,390.1,4,1,2,412,Potential
U002487,581,2,1142.4,1,2,3,123,Lost
U002488,497,1,559.13,1,1,2,112,Lost
U002489,111,2,1460.76,4,2,4,424,Potential
U002490,341,4,1398.2,2,5,4,254,At Risk
U002491,226,4,1129.22,3,5,3,353,Loyal
U002492,441,1,697.5899999999999,1,1,3,113,Lost
U002493,363,1,182.85,2,1,1,211,At Risk
U002494,61,3,2121.68,5,4,4,544,Champions
U002495,146,6,5582.55,4,5,5,455,Champions
U002496,371,3,3170.5,2,4,5,245,At Risk
U002497,128,4,1274.26,4,5,4,454,Champions
U002498,315,2,2643.27,2,2,5,225,At Risk
U002499,2,5,3385.05,5,5,5,555,Champions
U002500,449,2,1224.4099999999999,1,2,3,123,Lost
U002501,76,2,1011.5899999999999,4,2,3,423,Potential
U002502,83,4,1903.73,4,5,4,454,Champions
U002503,125,3,1566.5700000000002,4,4,4,444,Champions
U002504,170,1,165.21,3,1,1,311,Potential
U002506,279,1,728.97,2,1,3,213,At Risk
U002508,12,2,4939.030000000001,5,2,5,525,Potential
U002509,541,1,149.44,1,1,1,111,Lost
U002510,464,1,183.58,1,1,1,111,Lost
U002511,186,3,2121.96,3,4,4,344,Loyal
U002512,529,2,1999.85,1,2,4,124,Lost
U002513,19,1,240.64,5,1,1,511,Potential
U002515,340,3,1585.68,2,4,4,244,At Risk
U002516,396,5,2085.88,2,5,4,254,At Risk
U002517,672,1,619.33,1,1,2,112,Lost
U002518,90,3,1546.02,4,4,4,444,Champions
U002519,159,1,2226.06,3,1,4,314,Potential
U002520,628,2,2425.17,1,2,5,125,Lost
U002521,316,1,129.99,2,1,1,211,At Risk
U002522,54,3,1590.09,5,4,4,544,Champions
U002523,195,2,724.78,3,2,3,323,Potential
U002524,225,1,258.59,3,1,1,311,Potential
U002526,161,2,636.03,3,2,2,322,Potential
U002527,172,2,340.44,3,2,2,322,Potential
U002528,75,2,1814.51,4,2,4,424,Potential
U002529,24,3,820.01,5,4,3,543,Loyal
U002530,132,6,2332.96,4,5,5,455,Champions
U002532,203,1,900.4699999999999,3,1,3,313,Potential
U002533,32,4,4684.59,5,5,5,555,Champions
U002534,141,3,2224.8,4,4,4,444,Champions
U002535,192,3,2896.01,3,4,5,345,Loyal
U002536,444,1,214.76,1,1,1,111,Lost
U002537,305,2,3013.34,2,2,5,225,At Risk
U002538,559,1,189.71,1,1,1,111,Lost
U002539,648,1,21.06,1,1,1,111,Lost
U002540,64,4,868.1899999999999,5,5,3,553,Loyal
U002541,271,1,63.71,2,1,1,211,At Risk
U002542,134,2,2267.7799999999997,4,2,5,425,Potential
U002543,94,2,433.11,4,2,2,422,Potential
U002544,6,2,2610.08,5,2,5,525,Potential
U002545,459,3,915.21,1,4,3,143,Lost
U002546,140,2,1182.15,4,2,3,423,Potential
U002549,199,4,1429.4,3,5,4,354,Loyal
U002551,158,1,18.37,3,1,1,311,Potential
U002552,375,1,376.14,2,1,2,212,At Risk
U002553,182,3,4602.1,3,4,5,345,Loyal
U002554,202,2,826.66,3,2,3,323,Potential
U002555,391,1,2128.79,2,1,4,214,At Risk
U002556,14,2,725.9,5,2,3,523,Potential
U002558,43,3,2291.31,5,4,5,545,Champions
U002559,182,2,1370.93,3,2,4,324,Potential
U002563,361,2,357.64,2,2,2,222,At Risk
U002566,486,1,280.76,1,1,2,112,Lost
U002567,489,1,210.62,1,1,1,111,Lost
U002568,644,1,307.54,1,1,2,112,Lost
U002570,74,2,2577.38,4,2,5,425,Potential
U002571,202,2,1491.99,3,2,4,324,Potential
U002572,568,1,954.24,1,1,3,113,Lost
U002573,532,1,442.77,1,1,2,112,Lost
U002574,42,2,7193.34,5,2,5,525,Potential
U002575,102,3,1119.57,4,4,3,443,Loyal
U002576,55,1,411.03,5,1,2,512,Potential
U002577,126,3,382.83,4,4,2,442,Loyal
U002578,56,2,1262.58,5,2,4,524,Potential
U002580,541,1,1200.52,1,1,3,113,Lost
U002581,19,1,423.57,5,1,2,512,Potential
U002582,592,1,115.51,1,1,1,111,Lost
U002584,34,2,1722.8999999999999,5,2,4,524,Potential
U002585,480,1,122.03,1,1,1,111,Lost
U002586,394,4,3300.74,2,5,5,255,At Risk
U002587,355,2,785.2900000000001,2,2,3,223,At Risk
U002588,352,1,817.3500000000001,2,1,3,213,At Risk
U002589,121,2,3383.0,4,2,5,425,Potential
U002590,559,1,491.85,1,1,2,112,Lost
U002591,193,1,832.49,3,1,3,313,Potential
U002593,96,3,1073.71,4,4,3,443,Loyal
U002594,341,1,808.3,2,1,3,213,At Risk
U002595,629,1,961.95,1,1,3,113,Lost
U002596,36,1,1173.98,5,1,3,513,Potential
U002598,283,2,481.85,2,2,2,222,At Risk
U002599,443,3,1984.25,1,4,4,144,Lost
U002601,64,2,1571.1399999999999,5,2,4,524,Potential
U002602,164,5,7169.76,3,5,5,355,Loyal
U002603,52,2,217.06,5,2,1,521,Potential
U002605,375,2,1409.8200000000002,2,2,4,224,At Risk
U002606,38,3,4603.16,5,4,5,545,Champions
U002607,56,2,1528.81,5,2,4,524,Potential
U002608,139,1,654.76,4,1,2,412,Potential
U002609,135,2,1636.98,4,2,4,424,Potential
U002610,270,1,546.48,2,1,2,212,At Risk
U002611,235,1,991.52,3,1,3,313,Potential
U002612,17,2,1468.6200000000001,5,2,4,524,Potential
U002613,343,3,1784.5000000000002,2,4,4,244,At Risk
U002614,67,3,3981.27,4,4,5,445,Champions
U002617,78,1,48.64,4,1,1,411,Potential
U002618,16,3,3396.09,5,4,5,545,Champions
U002619,354,2,109.79,2,2,1,221,At Risk
U002620,616,3,1455.94,1,4,4,144,Lost
U002621,327,1,80.56,2,1,1,211,At Risk
U002622,476,1,295.71,1,1,2,112,Lost
U002623,396,1,22.62,2,1,1,211,At Risk
U002624,402,2,3541.77,2,2,5,225,At Risk
U002625,305,3,1413.42,2,4,4,244,At Risk
U002626,604,1,18.51,1,1,1,111,Lost
U002628,290,3,1949.31,2,4,4,244,At Risk
U002629,288,1,2130.49,2,1,4,214,At Risk
U002630,5,5,4835.99,5,5,5,555,Champions
U002631,615,2,663.75,1,2,2,122,Lost
U002632,13,3,1254.84,5,4,3,543,Loyal
U002633,144,2,3295.94,4,2,5,425,Potential
U002634,19,4,2530.86,5,5,5,555,Champions
U002635,10,4,1720.46,5,5,4,554,Champions
U002636,33,3,1540.45,5,4,4,544,Champions
U002637,575,1,396.25,1,1,2,112,Lost
U002638,134,2,550.47,4,2,2,422,Potential
U002640,187,1,228.65,3,1,1,311,Potential
U002641,3,6,2151.9500000000003,5,5,4,554,Champions
U002642,357,1,191.91,2,1,1,211,At Risk
U002643,133,2,396.94,4,2,2,422,Potential
U002644,515,5,1941.43,1,5,4,154,Lost
U002645,65,3,1225.27,5,4,3,543,Loyal
U002646,89,3,719.26,4,4,3,443,Loyal
U002647,632,1,527.55,1,1,2,112,Lost
U002648,165,2,201.16,3,2,1,321,Potential
U002649,308,5,4993.4800000000005,2,5,5,255,At Risk
U002650,61,3,604.69,5,4,2,542,Loyal
U002651,201,2,5373.09,3,2,5,325,Potential
U002652,166,1,75.86,3,1,1,311,Potential
U002653,224,1,1130.08,3,1,3,313,Potential
U002654,131,1,118.91,4,1,1,411,Potential
U002655,498,2,812.4699999999999,1,2,3,123,Lost
U002656,655,1,250.07,1,1,1,111,Lost
U002657,36,4,2118.65,5,5,4,554,Champions
U002658,466,1,142.42000000000002,1,1,1,111,Lost
U002659,147,5,7868.65,3,5,5,355,Loyal
U002660,2,5,3972.2200000000003,5,5,5,555,Champions
U002661,148,2,359.81,3,2,2,322,Potential
U002662,245,2,4004.57,3,2,5,325,Potential
U002663,44,2,657.77,5,2,2,522,Potential
U002664,341,1,940.37,2,1,3,213,At Risk
U002665,193,2,1227.63,3,2,3,323,Potential
U002666,334,2,113.01,2,2,1,221,At Risk
U002667,409,1,548.43,1,1,2,112,Lost
U002668,286,2,710.06,2,2,3,223,At Risk
U002669,404,4,716.74,2,5,3,253,At Risk
U002670,58,1,121.13,5,1,1,511,Potential
U002671,459,3,1218.94,1,4,3,143,Lost
U002672,406,2,1998.72,2,2,4,224,At Risk
U002673,177,2,840.9200000000001,3,2,3,323,Potential
U002674,444,1,1133.06,1,1,3,113,Lost
U002676,141,1,33.02,4,1,1,411,Potential
U002677,41,1,16.71,5,1,1,511,Potential
U002678,428,2,1329.45,1,2,4,124,Lost
U002679,48,5,570.03,5,5,2,552,Loyal
U002680,319,1,137.82999999999998,2,1,1,211,At Risk
U002681,510,2,1842.84,1,2,4,124,Lost
U002682,520,3,2373.96,1,4,5,145,Lost
U002683,238,1,498.28,3,1,2,312,Potential
U002684,91,4,2823.11,4,5,5,455,Champions
U002685,99,3,801.38,4,4,3,443,Loyal
U002686,169,3,2933.52,3,4,5,345,Loyal
U002687,297,2,876.75,2,2,3,223,At Risk
U002688,233,5,1197.69,3,5,3,353,Loyal
U002689,187,1,526.72,3,1,2,312,Potential
U002690,553,1,65.56,1,1,1,111,Lost
U002691,71,2,484.13,4,2,2,422,Potential
U002693,484,2,7482.55,1,2,5,125,Lost
U002694,585,1,166.01999999999998,1,1,1,111,Lost
U002695,150,4,2747.57,3,5,5,355,Loyal
U002696,113,2,57.01,4,2,1,421,Potential
U002697,300,1,31.17,2,1,1,211,At Risk
U002698,541,1,208.75,1,1,1,111,Lost
U002699,271,4,735.0,2,5,3,253,At Risk
U002700,239,1,5334.36,3,1,5,315,Potential
U002701,2,4,905.6700000000001,5,5,3,553,Loyal
U002702,35,3,1274.6499999999999,5,4,4,544,Champions
U002703,223,2,1399.98,3,2,4,324,Potential
U002704,6,3,3013.81,5,4,5,545,Champions
U002705,301,2,2257.7,2,2,4,224,At Risk
U002706,4,3,605.75,5,4,2,542,Loyal
U002707,56,5,4662.55,5,5,5,555,Champions
U002708,273,3,3289.85,2,4,5,245,At Risk
U002709,644,2,217.85999999999999,1,2,1,121,Lost
U002710,350,4,4495.99,2,5,5,255,At Risk
U002711,331,4,2337.29,2,5,5,255,At Risk
U002712,557,1,191.07,1,1,1,111,Lost
U002713,633,1,254.82999999999998,1,1,1,111,Lost
U002715,542,2,864.48,1,2,3,123,Lost
U002716,85,2,585.38,4,2,2,422,Potential
U002717,571,1,493.87,1,1,2,112,Lost
U002718,246,3,1641.8,3,4,4,344,Loyal
U002719,66,3,514.03,5,4,2,542,Loyal
U002721,304,4,2948.13,2,5,5,255,At Risk
U002722,355,4,2300.65,2,5,5,255,At Risk
U002723,397,3,2232.24,2,4,4,244,At Risk
U002724,16,2,623.4399999999999,5,2,2,522,Potential
U002725,212,2,308.63,3,2,2,322,Potential
U002726,211,2,1751.32,3,2,4,324,Potential
U002727,389,1,905.25,2,1,3,213,At Risk
U002728,270,1,455.4,2,1,2,212,At Risk
U002729,430,1,63.38,1,1,1,111,Lost
U002730,209,6,1021.9,3,5,3,353,Loyal
U002731,132,4,3572.71,4,5,5,455,Champions
U002733,119,1,1225.23,4,1,3,413,Potential
U002734,74,4,1247.44,4,5,3,453,Loyal
U002735,452,1,491.31,1,1,2,112,Lost
U002736,78,1,845.79,4,1,3,413,Potential
U002737,87,1,23.28,4,1,1,411,Potential
U002738,314,2,2601.3399999999997,2,2,5,225,At Risk
U002739,505,2,681.32,1,2,3,123,Lost
U002740,127,4,2676.42,4,5,5,455,Champions
U002741,179,2,1659.4900000000002,3,3,4,334,Loyal
U002742,443,2,1185.49,1,3,3,133,Lost
U002743,633,2,3378.86,1,3,5,135,Lost
U002744,112,1,148.82,4,1,1,411,Potential
U002745,320,1,355.03999999999996,2,1,2,212,At Risk
U002746,421,1,245.96,1,1,1,111,Lost
U002747,83,3,1581.01,4,4,4,444,Champions
U002748,208,2,1457.12,3,3,4,334,Loyal
U002749,52,1,118.35,5,1,1,511,Potential
U002750,326,2,566.15,2,3,2,232,At Risk
U002752,562,1,332.94,1,1,2,112,Lost
U002753,176,5,2709.08,3,5,5,355,Loyal
U002754,127,7,4549.97,4,5,5,455,Champions
U002755,398,1,95.02,2,1,1,211,At Risk
U002756,95,3,4778.26,4,4,5,445,Champions
U002757,129,4,2581.92,4,5,5,455,Champions
U002758,208,2,1086.02,3,3,3,333,Loyal
U002759,41,1,121.53999999999999,5,1,1,511,Potential
U002760,212,3,4035.49,3,4,5,345,Loyal
U002762,448,1,885.9200000000001,1,1,3,113,Lost
U002763,119,3,736.0,4,4,3,443,Loyal
U002764,534,1,115.81,1,1,1,111,Lost
U002765,110,1,1610.83,4,1,4,414,Potential
U002766,407,1,112.6,2,1,1,211,At Risk
U002767,193,2,318.90999999999997,3,3,2,332,Loyal
U002768,250,5,4920.1,3,5,5,355,Loyal
U002769,318,3,2679.02,2,4,5,245,At Risk
U002770,273,2,509.95000000000005,2,3,2,232,At Risk
U002771,14,2,415.2,5,3,2,532,Loyal
U002772,103,1,508.48999999999995,4,1,2,412,Potential
U002773,80,5,4350.61,4,5,5,455,Champions
U002774,264,2,346.33,2,3,2,232,At Risk
U002775,51,3,1079.62,5,4,3,543,Loyal
U002776,581,2,271.48,1,3,1,131,Lost
U002777,136,1,5.55,4,1,1,411,Potential
U002778,441,1,12.81,1,1,1,111,Lost
U002779,307,3,2203.98,2,4,4,244,At Risk
U002780,33,2,3287.3700000000003,5,3,5,535,Loyal
U002781,103,1,1312.97,4,1,4,414,Potential
U002782,154,2,293.36,3,3,2,332,Loyal
U002783,239,3,1323.88,3,4,4,344,Loyal
U002785,140,1,33.76,4,1,1,411,Potential
U002786,74,1,1722.89,4,1,4,414,Potential
U002787,34,2,1195.3600000000001,5,3,3,533,Loyal
U002788,75,4,3979.33,4,5,5,455,Champions
U002789,159,3,570.22,3,4,2,342,Loyal
U002790,295,1,958.29,2,1,3,213,At Risk
U002791,341,3,487.87,2,4,2,242,At Risk
U002792,421,1,23.28,1,1,1,111,Lost
U002793,62,1,211.4,5,1,1,511,Potential
U002794,324,1,21.91,2,1,1,211,At Risk
U002795,200,2,440.25,3,3,2,332,Loyal
