CustomerID,Recency,Frequency,Monetary
U002384,-149.0,3,494.27
U002385,258.0,3,1226.29
U002386,126.0,2,343.22
U002388,-240.0,1,5.11
U002389,119.0,1,1623.86
U002390,156.0,1,1781.38
U002391,291.0,2,505.27
U002392,-144.0,4,1175.78
U002393,199.0,2,1918.97
U002394,169.0,1,432.92
U002395,151.0,1,42.35
U002397,136.0,1,20.7
U002398,186.0,2,3153.63
U002399,36.0,5,2919.05
U002400,-29.0,2,1840.97
U002402,-22.0,1,835.5
U002403,24.0,1,21.38
U002404,336.0,7,2972.22
U002406,166.0,1,140.16
U002407,-181.0,1,23.33
U002408,-177.0,1,484.18
U002409,260.0,1,220.47
U002410,98.0,3,694.77
U002411,96.0,2,1999.13
U002412,-88.0,2,1654.59
U002413,219.0,1,437.81
U002414,161.0,3,659.94
U002415,207.0,2,158.08
U002417,275.0,5,2833.62
U002418,220.0,1,71.65
U002419,-114.0,3,695.55
U002420,-73.0,2,3086.89
U002421,203.0,3,916.29
U002422,34.0,2,2769.29
U002423,125.0,2,1253.11
U002424,-150.0,1,4555.1
U002426,-181.0,5,3063.37
U002427,-26.0,1,1045.7
U002428,187.0,3,2265.56
U002429,-270.0,4,1444.39
U002430,309.0,2,455.65
U002431,187.0,4,804.11
U002432,-144.0,3,354.2
U002433,298.0,1,855.63
U002434,167.0,1,310.09
U002435,216.0,2,700.89
U002436,-237.0,4,1262.68
U002437,-89.0,3,1776.65
U002438,61.0,4,775.79
U002439,359.0,2,722.58
U002440,154.0,2,4871.46
U002441,335.0,4,4544.1
U002442,214.0,3,1421.25
U002443,-171.0,1,264.04
U002445,-273.0,4,1755.64
U002446,295.0,2,2862.05
U002447,-222.0,1,121.59
U002448,349.0,2,915.27
U002449,126.0,1,33.17
U002450,-252.0,2,1294.0
U002451,-185.0,1,437.22
U002452,-279.0,1,201.62
U002453,-87.0,3,3008.01
U002454,-104.0,2,2067.69
U002455,214.0,3,987.47
U002456,-88.0,4,817.08
U002458,336.0,1,492.82
U002459,-92.0,1,368.75
U002460,192.0,3,338.8
U002461,247.0,5,1774.67
U002462,6.0,1,919.54
U002464,-271.0,3,1786.8
U002465,254.0,5,2157.25
U002466,123.0,4,1229.51
U002468,173.0,1,97.46
U002469,338.0,4,1870.57
U002470,88.0,1,522.18
U002471,-241.0,3,1048.0
U002472,114.0,1,238.66
U002473,279.0,3,1000.42
U002476,65.0,3,1423.84
U002477,-263.0,3,2105.44
U002478,249.0,3,2226.96
U002479,277.0,2,380.3
U002480,226.0,1,117.21
U002481,3.0,3,1440.69
U002482,-188.0,1,316.15
U002483,216.0,1,180.9
U002484,-318.0,2,346.53
U002485,-119.0,2,845.42
U002486,-182.0,1,390.1
U002487,263.0,2,1142.4
U002488,179.0,1,559.13
U002489,-207.0,2,1460.76
U002490,344.0,4,1398.2
U002491,246.0,4,1129.22
U002492,123.0,1,697.59
U002493,45.0,1,182.85
U002494,-166.0,3,2121.68
U002495,-143.0,6,5582.55
U002496,165.0,3,3170.5
U002497,168.0,4,1274.26
U002498,82.0,2,2643.27
U002499,125.0,5,3385.05
U002500,131.0,2,1224.41
U002501,-242.0,2,1011.59
U002502,-235.0,4,1903.73
U002503,48.0,3,1566.57
U002504,-148.0,1,165.21
U002506,-39.0,1,728.97
U002508,-267.0,2,4939.03
U002509,223.0,1,149.44
U002510,146.0,1,183.58
U002511,74.0,3,2121.96
U002512,314.0,2,1999.85
U002513,-299.0,1,240.64
U002515,344.0,3,1585.68
U002516,161.0,5,2085.88
U002517,354.0,1,619.33
U002518,-228.0,3,1546.02
U002519,-159.0,1,2226.06
U002520,310.0,2,2425.17
U002521,-2.0,1,129.99
U002522,-264.0,3,1590.09
U002523,187.0,2,724.78
U002524,-93.0,1,258.59
U002526,297.0,2,636.03
U002527,-146.0,2,340.44
U002528,-243.0,2,1814.51
U002529,-211.0,3,820.01
U002530,123.0,6,2332.96
U002532,-114.0,1,900.47
U002533,8.0,4,4684.59
U002534,-177.0,3,2224.8
U002535,238.0,3,2896.01
U002536,126.0,1,214.76
U002537,11.0,2,3013.34
U002538,241.0,1,189.71
U002539,330.0,1,21.06
U002540,-254.0,4,868.19
U002541,-47.0,1,63.71
U002542,318.0,2,2267.78
U002543,-224.0,2,433.11
U002544,-200.0,2,2610.08
U002545,350.0,3,915.21
U002546,-178.0,2,1182.15
U002549,-119.0,4,1429.4
U002551,-160.0,1,18.37
U002552,57.0,1,376.14
U002553,-136.0,3,4602.1
U002554,-116.0,2,826.66
U002555,73.0,1,2128.79
U002556,-304.0,2,725.9
U002558,202.0,3,2291.31
U002559,228.0,2,1370.93
U002563,279.0,2,357.64
U002566,168.0,1,280.76
U002567,171.0,1,210.62
U002568,326.0,1,307.54
U002570,7.0,2,2577.38
U002571,-116.0,2,1491.99
U002572,251.0,1,954.24
U002573,214.0,1,442.77
U002574,310.0,2,7193.34
U002575,-175.0,3,1119.57
U002576,-263.0,1,411.03
U002577,-29.0,3,382.83
U002578,37.0,2,1262.58
U002580,223.0,1,1200.52
U002581,-299.0,1,423.57
U002582,274.0,1,115.51
U002584,-284.0,2,1722.9
U002585,162.0,1,122.03
U002586,76.0,4,3300.74
U002587,37.0,2,785.29
U002588,34.0,1,817.35
U002589,13.0,2,3383.0
U002590,241.0,1,491.85
U002591,-125.0,1,832.49
U002593,65.0,3,1073.71
U002594,23.0,1,808.3
U002595,311.0,1,961.95
U002596,-282.0,1,1173.98
U002598,147.0,2,481.85
U002599,125.0,3,1984.25
U002601,278.0,2,1571.14
U002602,-132.0,5,7169.76
U002603,-266.0,2,217.06
U002605,301.0,2,1409.82
U002606,-280.0,3,4603.16
U002607,-262.0,2,1528.81
U002608,-179.0,1,654.76
U002609,-133.0,2,1636.98
U002610,-48.0,1,546.48
U002611,-83.0,1,991.52
U002612,-301.0,2,1468.62
U002613,35.0,3,1784.5
U002614,43.0,3,3981.27
U002617,-240.0,1,48.64
U002618,-301.0,3,3396.09
U002619,63.0,2,109.79
U002620,338.0,3,1455.94
U002621,9.0,1,80.56
U002622,158.0,1,295.71
U002623,78.0,1,22.62
U002624,100.0,2,3541.77
U002625,160.0,3,1413.42
U002626,286.0,1,18.51
U002628,-28.0,3,1949.31
U002629,-30.0,1,2130.49
U002630,337.0,5,4835.99
U002631,349.0,2,663.75
U002632,154.0,3,1254.84
U002633,-174.0,2,3295.94
U002634,-299.0,4,2530.86
U002635,8.0,4,1720.46
U002636,-137.0,3,1540.45
U002637,257.0,1,396.25
U002638,-184.0,2,550.47
U002640,-131.0,1,228.65
U002641,216.0,6,2151.95
U002642,39.0,1,191.91
U002643,-185.0,2,396.94
U002644,335.0,5,1941.43
U002645,-134.0,3,1225.27
U002646,-229.0,3,719.26
U002647,314.0,1,527.55
U002648,47.0,2,201.16
U002649,71.0,5,4993.48
U002650,-208.0,3,604.69
U002651,-117.0,2,5373.09
U002652,-152.0,1,75.86
U002653,-94.0,1,1130.08
U002654,-187.0,1,118.91
U002655,277.0,2,812.47
U002656,337.0,1,250.07
U002657,341.0,4,2118.65
U002658,148.0,1,142.42
U002659,-171.0,5,7868.65
U002660,-271.0,5,3972.22
U002661,-170.0,2,359.81
U002662,197.0,2,4004.57
U002663,120.0,2,657.77
U002664,23.0,1,940.37
U002665,314.0,2,1227.63
U002666,246.0,2,113.01
U002667,91.0,1,548.43
U002668,204.0,2,710.06
U002669,327.0,4,716.74
U002670,-260.0,1,121.13
U002671,196.0,3,1218.94
U002672,89.0,2,1998.72
U002673,-141.0,2,840.92
U002674,126.0,1,1133.06
U002676,-177.0,1,33.02
U002677,-277.0,1,16.71
U002678,189.0,2,1329.45
U002679,92.0,5,570.03
U002680,1.0,1,137.83
U002681,192.0,2,1842.84
U002682,276.0,3,2373.96
U002683,-80.0,1,498.28
U002684,220.0,4,2823.11
U002685,-192.0,3,801.38
U002686,-148.0,3,2933.52
U002687,123.0,2,876.75
U002688,122.0,5,1197.69
U002689,-131.0,1,526.72
U002690,235.0,1,65.56
U002691,-237.0,2,484.13
U002693,226.0,2,7482.55
U002694,267.0,1,166.02
U002695,-168.0,4,2747.57
U002696,-204.0,2,57.01
U002697,-18.0,1,31.17
U002698,223.0,1,208.75
U002699,61.0,4,735.0
U002700,-79.0,1,5334.36
U002701,225.0,4,905.67
U002702,186.0,3,1274.65
U002703,-83.0,2,1399.98
U002704,350.0,3,3013.81
U002705,-17.0,2,2257.7
U002706,316.0,3,605.75
U002707,-262.0,5,4662.55
U002708,66.0,3,3289.85
U002709,326.0,2,217.86
U002710,276.0,4,4495.99
U002711,339.0,4,2337.29
U002712,239.0,1,191.07
U002713,315.0,1,254.83
U002715,224.0,2,864.48
U002716,-232.0,2,585.38
U002717,253.0,1,493.87
U002718,-20.0,3,1641.8
U002719,-241.0,3,514.03
U002721,164.0,4,2948.13
U002722,37.0,4,2300.65
U002723,219.0,3,2232.24
U002724,-302.0,2,623.44
U002725,134.0,2,308.63
U002726,-107.0,2,1751.32
U002727,71.0,1,905.25
U002728,-48.0,1,455.4
U002729,112.0,1,63.38
U002730,3.0,6,1021.9
U002731,44.0,4,3572.71
U002733,-199.0,1,1225.23
U002734,38.0,4,1247.44
U002735,134.0,1,491.31
U002736,-240.0,1,845.79
U002737,-231.0,1,23.28
U002738,326.0,2,2601.34
U002739,187.0,2,681.32
U002740,344.0,4,2676.42
U002741,-139.0,2,1659.49
U002742,125.0,2,1185.49
U002743,315.0,2,3378.86
U002744,-206.0,1,148.82
U002745,2.0,1,355.04
U002746,103.0,1,245.96
U002747,63.0,3,1581.01
U002748,284.0,2,1457.12
U002749,-266.0,1,118.35
U002750,214.0,2,566.15
U002752,244.0,1,332.94
U002753,-142.0,5,2709.08
U002754,309.0,7,4549.97
U002755,80.0,1,95.02
U002756,-145.0,3,4778.26
U002757,7.0,4,2581.92
U002758,-110.0,2,1086.02
U002759,-277.0,1,121.54
U002760,-76.0,3,4035.49
U002762,130.0,1,885.92
U002763,34.0,3,736.0
U002764,216.0,1,115.81
U002765,-208.0,1,1610.83
U002766,89.0,1,112.6
U002767,263.0,2,318.91
U002768,129.0,5,4920.1
U002769,0.0,3,2679.02
U002770,-45.0,2,509.95
U002771,-304.0,2,415.2
U002772,-215.0,1,508.49
U002773,-238.0,5,4350.61
U002774,-54.0,2,346.33
U002775,5.0,3,1079.62
U002776,293.0,2,271.48
U002777,-182.0,1,5.55
U002778,123.0,1,12.81
U002779,162.0,3,2203.98
U002780,-285.0,2,3287.37
U002781,-215.0,1,1312.97
U002782,260.0,2,293.36
U002783,340.0,3,1323.88
U002785,-178.0,1,33.76
U002786,-244.0,1,1722.89
U002787,-284.0,2,1195.36
U002788,-243.0,4,3979.33
U002789,-24.0,3,570.22
U002790,-23.0,1,958.29
U002791,223.0,3,487.87
U002792,103.0,1,23.28
U002793,-256.0,1,211.4
U002794,6.0,1,21.91
U002795,62.0,2,440.25
U002796,161.0,3,205.63
U002797,348.0,3,1234.99
U002798,-140.0,2,708.8
U002799,339.0,1,507.36
U002800,195.0,1,1216.95
U002802,-56.0,2,343.12
U002803,-25.0,2,795.68
U002805,225.0,2,285.41
U002806,61.0,2,157.39
U002807,130.0,1,447.76
U002808,37.0,4,1361.4
U002809,134.0,3,669.92
U002810,33.0,1,1609.31
U002811,-310.0,1,1105.14
U002812,-44.0,1,103.56
U002814,-298.0,2,7229.33
U002815,73.0,2,890.04
U002816,159.0,3,315.99
U002817,288.0,2,1818.23
U002818,185.0,3,2078.51
U002820,128.0,3,1370.7
U002821,178.0,1,47.96
U002822,282.0,2,1539.47
U002823,20.0,2,274.05
U002824,69.0,2,219.02
U002826,-107.0,3,2806.81
U002828,198.0,5,1522.37
U002829,-69.0,1,99.78
U002830,262.0,3,2158.18
U002831,180.0,1,83.6
U002832,-172.0,1,346.41
U002834,72.0,4,2511.01
U002835,-264.0,1,134.5
U002836,127.0,4,4073.08
U002837,-137.0,2,2239.01
U002838,316.0,2,128.27
U002840,321.0,1,555.49
U002841,-21.0,4,955.49
U002842,40.0,3,1921.33
U002843,160.0,4,682.39
U002844,9.0,1,1280.15
U002845,-117.0,3,622.39
U002847,-177.0,5,2197.78
U002848,215.0,2,4613.69
U002849,-206.0,3,2080.26
U002850,123.0,3,2269.12
U002851,54.0,2,5964.26
U002852,105.0,3,738.16
U002853,345.0,5,1384.63
U002854,256.0,1,169.58
U002855,33.0,3,655.48
U002856,94.0,4,1221.93
U002857,98.0,1,96.63
U002858,8.0,2,1967.15
U002859,-115.0,2,1067.31
U002861,1.0,2,3153.71
U002862,153.0,3,875.88
U002863,-178.0,5,3095.81
U002864,-269.0,3,1186.04
U002865,-236.0,2,175.03
U002866,113.0,3,602.9
U002867,263.0,2,854.76
U002868,66.0,3,4004.47
U002869,-69.0,1,329.39
U002870,-56.0,5,3314.82
U002871,-168.0,4,2844.2
U002872,243.0,1,55.11
U002874,-176.0,2,70.11
U002875,195.0,2,218.5
U002876,248.0,1,211.39
U002877,320.0,2,1657.96
U002878,-149.0,4,1110.92
U002880,-85.0,2,622.36
U002881,-183.0,2,269.28
U002882,217.0,3,1131.82
U002883,313.0,2,731.97
U002884,-225.0,2,392.79
U002885,-261.0,5,3288.73
U002887,-230.0,2,1057.35
U002888,-304.0,5,3154.21
U002889,-185.0,1,1090.07
U002890,-242.0,3,1121.42
U002891,218.0,2,691.55
U002893,129.0,3,1458.88
U002894,-258.0,2,379.53
U002895,92.0,3,3813.94
U002897,-135.0,1,30.1
U002898,65.0,2,235.89
U002899,-156.0,2,2037.48
U002900,110.0,1,301.84
U002902,63.0,2,825.13
U002903,-46.0,3,1207.86
U002904,104.0,2,2083.93
U002906,-313.0,2,1177.75
U002907,353.0,1,590.96
U002908,123.0,2,986.39
U002910,64.0,5,676.07
U002911,-144.0,3,801.14
U002912,-139.0,2,518.42
U002913,129.0,4,257.39
U002914,357.0,1,226.36
U002915,-178.0,3,3364.45
U002916,136.0,1,294.78
U002917,153.0,3,580.68
U002918,127.0,2,796.0
U002919,307.0,4,1091.86
U002920,-202.0,1,1062.28
U002921,-303.0,3,396.86
U002922,192.0,2,4172.94
U002923,-212.0,3,575.77
U002924,-243.0,4,740.09
U002925,-151.0,4,2749.2
U002926,155.0,1,801.76
U002927,133.0,1,1158.88
U002928,223.0,4,621.74
U002930,287.0,2,478.54
U002931,-238.0,4,3600.23
U002932,74.0,3,2881.64
U002934,101.0,3,2455.35
U002935,-46.0,2,3498.07
U002936,150.0,1,40.54
U002937,107.0,4,2373.48
U002938,-171.0,1,607.55
U002939,110.0,1,61.52
U002940,228.0,1,612.66
U002941,72.0,3,761.47
U002942,75.0,2,925.72
U002944,4.0,1,311.05
U002945,312.0,1,287.16
U002946,-93.0,1,281.03
U002947,220.0,4,710.0
U002948,-208.0,2,851.29
U002949,-180.0,3,227.19
U002950,69.0,3,791.86
U002951,287.0,2,290.94
U002952,-15.0,1,565.47
U002953,-113.0,3,1459.88
U002955,-88.0,2,133.23
U002956,37.0,3,236.15
U002958,-136.0,3,1081.36
U002959,153.0,2,2903.78
U002960,-267.0,4,1590.75
U002961,-211.0,4,2145.53
U002962,147.0,3,1924.48
U002963,99.0,1,243.35
U002964,-119.0,2,124.53
U002965,224.0,2,398.76
U002966,216.0,2,2776.0
U002968,-77.0,1,59.91
U002969,103.0,3,2804.38
U002970,-240.0,2,1341.76
U002972,-148.0,4,5883.26
U002973,-263.0,3,917.28
U002974,-223.0,2,641.39
U002976,153.0,1,134.57
U002977,-242.0,4,4226.21
U002978,279.0,1,112.33
U002979,301.0,1,1887.1
U002980,-173.0,3,1872.77
U002981,61.0,3,1265.3
U002982,37.0,4,822.52
U002983,37.0,2,1596.02
U002985,136.0,1,318.23
U002986,35.0,2,427.79
U002987,-236.0,3,915.96
U002988,271.0,1,907.52
U002990,-230.0,1,758.21
U002991,-208.0,1,370.69
U002992,294.0,1,175.12
U002993,4.0,3,1972.89
U002995,279.0,5,2787.46
U002996,-45.0,2,889.03
U002997,36.0,2,490.98
U002998,339.0,2,57.21
U002999,317.0,2,252.63
U003002,150.0,1,453.07
U003003,108.0,3,1585.56
U003004,128.0,2,551.43
U003005,-237.0,6,6498.16
U003006,158.0,2,185.17
U003007,76.0,2,677.08
U003008,-209.0,2,326.48
U003009,122.0,4,460.09
U003010,-17.0,1,50.42
U003011,-109.0,1,3116.49
U003012,-142.0,2,400.26
U003013,-140.0,2,1773.84
U003016,92.0,3,325.78
U003017,-88.0,3,202.94
U003018,95.0,4,1924.18
U003019,42.0,4,2017.21
U003020,-237.0,3,3578.21
U003021,162.0,1,1151.47
U003022,141.0,2,1454.75
U003023,277.0,1,465.75
U003024,-170.0,2,1073.22
U003026,-80.0,2,2542.74
U003027,-144.0,1,1331.47
U003028,-146.0,3,1021.34
U003029,158.0,3,1219.74
U003030,350.0,4,2699.96
U003031,0.0,1,1510.92
U003032,-90.0,3,1618.27
U003034,-145.0,3,737.88
U003035,80.0,3,2573.88
U003037,311.0,1,788.58
U003038,8.0,1,346.46
U003041,-93.0,1,21.46
U003042,97.0,2,1413.27
U003043,-10.0,1,236.34
U003044,186.0,2,3050.53
U003045,-166.0,1,69.43
U003046,-272.0,1,17.75
U003047,196.0,4,2591.3
U003048,100.0,3,2041.27
U003050,75.0,1,45.1
U003051,-263.0,3,1523.66
U003052,-90.0,2,2062.99
U003053,270.0,2,2511.95
U003055,355.0,3,2059.25
U003056,184.0,2,932.15
U003057,190.0,2,1464.45
U003059,-216.0,1,296.17
U003060,-232.0,3,659.62
U003061,321.0,2,2439.26
U003062,-188.0,1,118.08
U003063,69.0,1,927.75
U003064,348.0,2,2878.26
U003065,266.0,1,291.26
U003066,219.0,3,798.9
U003067,185.0,3,2329.12
U003068,306.0,3,2247.14
U003071,-222.0,1,137.93
U003072,1.0,4,2118.38
U003073,257.0,3,519.59
U003074,-69.0,2,352.31
U003075,127.0,2,1346.14
U003076,-151.0,2,1662.64
U003077,242.0,1,2838.11
U003078,-88.0,3,2647.69
U003079,313.0,4,2021.38
U003080,127.0,3,2043.69
U003081,6.0,3,178.33
U003082,-142.0,4,5148.12
U003084,-187.0,1,84.37
U003085,298.0,1,739.65
U003086,106.0,2,818.74
U003088,2.0,3,3796.12
U003089,168.0,3,5010.74
U003090,-24.0,1,2960.66
U003091,235.0,3,1502.69
U003092,-247.0,2,2112.33
U003094,-235.0,2,783.48
U003095,-241.0,2,50.08
U003098,-90.0,5,4065.92
U003099,-93.0,1,456.76
U003100,-117.0,3,235.57
U003102,102.0,1,131.55
U003103,-240.0,3,772.61
U003104,-123.0,1,424.2
U003105,157.0,4,1382.56
U003106,336.0,2,540.46
U003107,29.0,1,135.85
U003109,-176.0,3,1404.44
U003110,29.0,1,53.75
U003111,-238.0,2,721.17
U003112,-266.0,3,1175.45
U003113,-99.0,2,1723.77
U003114,245.0,2,205.15
U003115,-273.0,1,231.74
U003116,67.0,2,3420.79
U003117,76.0,2,2661.44
U003119,54.0,3,2931.73
U003120,-52.0,3,729.44
U003121,159.0,1,252.15
U003122,-90.0,5,3037.04
U003123,227.0,1,88.17
U003124,-313.0,2,344.23
U003125,-175.0,4,4504.2
U003127,-203.0,3,2972.82
U003128,-122.0,1,50.15
U003130,-81.0,3,1184.78
U003133,-272.0,2,595.05
U003134,-121.0,1,476.16
U003135,-58.0,2,1585.15
U003136,232.0,3,1738.43
U003137,336.0,3,1017.6
U003138,116.0,2,395.67
U003139,-289.0,1,505.68
U003140,100.0,3,561.66
U003142,-210.0,4,657.67
U003143,126.0,1,189.9
U003144,-262.0,4,4439.6
U003145,320.0,4,1403.19
U003146,-55.0,1,1504.31
U003147,156.0,4,992.77
U003148,-110.0,2,195.8
U003149,-298.0,2,416.27
U003150,173.0,1,30.81
U003153,188.0,2,3204.85
U003154,-103.0,3,745.16
U003156,-251.0,2,269.29
U003157,274.0,1,97.24
U003158,208.0,1,158.3
U003159,-31.0,4,949.06
U003160,188.0,1,18.65
U003161,-205.0,3,2946.32
U003162,324.0,2,603.13
U003163,-4.0,1,141.36
U003164,153.0,2,562.33
U003165,62.0,2,182.23
U003166,261.0,2,174.17
U003167,362.0,1,1439.84
U003168,208.0,1,24.98
U003169,-264.0,1,984.2
U003170,-267.0,2,1042.09
U003171,247.0,2,813.47
U003172,148.0,2,960.64
U003173,107.0,2,3987.48
U003174,-143.0,3,750.17
U003175,-30.0,4,2128.68
U003176,-217.0,1,77.34
U003177,-172.0,3,1407.21
U003178,342.0,4,1526.92
U003179,348.0,2,1213.57
U003180,18.0,1,1871.26
U003181,-90.0,3,638.48
U003182,-178.0,2,192.23
U003183,-69.0,2,3270.12
U003186,171.0,1,435.57
U003187,311.0,3,296.92
U003188,250.0,2,2031.78
U003189,76.0,2,2271.46
U003190,157.0,4,2895.44
U003191,248.0,1,370.36
U003192,-290.0,2,2619.44
U003193,-212.0,3,393.82
U003194,-117.0,3,2107.16
U003195,67.0,3,586.48
U003196,190.0,3,4841.62
U003197,-161.0,3,1301.11
U003198,-75.0,2,3622.41
U003200,-18.0,1,250.34
U003201,338.0,1,510.62
U003202,155.0,1,37.95
U003204,148.0,2,1245.38
U003205,-62.0,1,631.41
U003206,42.0,1,3753.9
U003207,-258.0,2,989.7
U003208,161.0,1,185.17
U003209,-141.0,4,4167.79
U003210,283.0,5,4435.95
U003211,34.0,2,865.68
U003212,-8.0,2,1117.66
U003213,134.0,3,694.24
U003214,95.0,3,1848.32
U003216,284.0,3,1798.8
U003217,-139.0,4,1956.49
U003218,-151.0,1,157.71
U003219,-234.0,3,963.46
U003220,-237.0,5,1716.88
U003221,-270.0,3,1995.06
U003222,183.0,1,267.66
U003223,14.0,5,3576.3
U003224,283.0,1,104.68
U003225,36.0,3,1035.12
U003226,-223.0,1,807.9
U003227,288.0,4,1600.88
U003228,-307.0,3,1300.45
U003229,-135.0,2,2731.7
U003230,-114.0,3,2708.23
U003231,325.0,1,548.83
U003233,185.0,1,1448.85
U003234,-175.0,4,1107.82
U003235,-241.0,2,3568.33
U003236,-164.0,3,1857.1
U003237,278.0,3,350.16
U003238,248.0,1,28.77
U003239,32.0,6,3809.66
U003240,-270.0,4,1700.43
U003241,79.0,1,1707.59
U003242,-19.0,4,779.58
U003243,-242.0,4,3961.68
U003244,-264.0,4,1256.88
U003245,-210.0,1,993.13
U003246,266.0,1,69.57
U003247,-24.0,4,5741.83
U003249,107.0,2,112.82
U003250,-101.0,1,15.88
U003251,234.0,2,320.62
U003252,-72.0,1,3090.16
U003253,93.0,2,2874.19
U003254,-24.0,2,582.86
U003255,-241.0,3,1167.93
U003256,126.0,3,365.89
U003257,279.0,1,126.37
U003258,-28.0,1,331.52
U003259,-15.0,1,693.46
U003260,258.0,3,3056.23
U003262,-88.0,4,1664.52
U003263,99.0,3,1340.53
U003264,95.0,3,304.45
U003265,125.0,4,1067.38
U003266,156.0,4,1579.21
U003267,125.0,1,715.27
U003268,100.0,3,1218.54
U003269,-144.0,2,1609.51
U003270,226.0,2,833.45
U003271,-294.0,2,1391.76
U003273,-86.0,4,1946.84
U003274,1.0,2,494.05
U003275,-87.0,4,3658.48
U003276,-270.0,4,336.32
U003277,343.0,3,935.85
U003278,110.0,1,659.67
U003279,309.0,3,3461.78
U003280,157.0,2,453.74
U003281,-101.0,1,40.36
U003282,71.0,3,1623.12
U003284,-21.0,2,621.31
U003285,259.0,1,63.31
U003286,-58.0,3,1958.22
U003287,157.0,2,601.45
U003288,281.0,3,822.24
U003289,62.0,6,5738.31
U003290,221.0,4,1195.44
U003292,-77.0,2,893.71
U003293,140.0,1,465.11
U003294,348.0,2,856.72
U003295,-295.0,1,686.89
U003296,31.0,3,2064.45
U003297,130.0,1,64.76
U003298,348.0,2,93.42
U003301,324.0,1,739.24
U003302,310.0,2,1635.26
U003303,-48.0,3,360.3
U003304,157.0,3,420.91
U003305,-55.0,3,606.9
U003306,-75.0,2,497.76
U003307,-20.0,4,4135.04
U003310,-317.0,1,67.52
U003311,275.0,3,1419.42
U003313,247.0,2,458.7
U003314,-198.0,3,2928.82
U003316,-263.0,4,3792.67
U003318,-24.0,1,439.51
U003319,-148.0,9,5372.75
U003320,-90.0,2,333.18
U003321,34.0,7,1753.94
U003323,343.0,1,242.11
U003324,279.0,2,1286.93
U003325,-71.0,1,469.42
U003326,-54.0,4,736.25
U003328,-68.0,1,1417.6
U003329,339.0,3,114.61
U003330,-206.0,4,505.82
U003331,195.0,3,2136.04
U003332,206.0,1,115.92
U003333,28.0,1,484.38
U003334,354.0,2,327.15
U003335,-207.0,4,5155.36
U003336,220.0,2,1502.72
U003337,335.0,1,64.11
U003339,-90.0,4,3450.95
U003340,-283.0,1,326.49
U003341,126.0,3,791.92
U003342,110.0,4,3591.69
U003343,264.0,2,367.84
U003344,-119.0,2,58.96
U003345,-171.0,1,803.47
U003347,-115.0,4,3387.05
U003348,128.0,4,2069.32
U003349,104.0,4,772.2
U003351,221.0,4,722.67
U003353,-175.0,2,331.94
U003355,-14.0,2,319.8
U003356,217.0,2,832.67
U003357,134.0,1,41.23
U003358,63.0,1,266.4
U003359,-50.0,3,705.82
U003360,187.0,2,1777.68
U003361,232.0,3,2012.06
U003362,139.0,1,556.74
U003364,-108.0,2,2977.31
U003365,-57.0,4,4229.92
U003366,-275.0,1,124.32
U003367,-104.0,2,490.07
U003368,53.0,2,235.47
U003369,307.0,2,561.32
U003370,13.0,2,2419.12
U003371,304.0,1,32.08
U003372,-265.0,2,452.9
U003373,-189.0,1,2578.01
U003374,124.0,2,1498.74
U003375,1.0,4,3411.5
U003376,-191.0,1,985.62
U003377,194.0,3,661.12
U003378,-282.0,3,3054.61
U003379,101.0,1,756.87
U003380,83.0,1,1702.83
U003381,214.0,1,829.62
U003382,5.0,2,284.37
U003383,32.0,3,2480.5
U003384,350.0,4,1578.55
U003385,38.0,1,957.87
U003386,-175.0,2,1517.91
U003387,-30.0,3,318.16
U003388,-87.0,2,1479.34
U003389,82.0,1,90.15
U003391,-260.0,3,1805.66
U003392,-240.0,2,1756.27
U003394,61.0,4,2133.56
U003395,99.0,3,2357.22
U003397,-271.0,3,985.01
U003398,-279.0,3,643.06
U003399,-239.0,4,2758.53
U003400,-120.0,4,2404.33
U003401,-93.0,1,97.42
U003402,276.0,3,637.73
U003404,286.0,3,501.68
U003407,-119.0,4,2879.06
U003408,-149.0,2,210.69
U003409,-30.0,3,2134.97
U003410,-145.0,2,500.44
U003411,220.0,4,5395.73
U003412,33.0,1,168.25
U003413,-242.0,2,1768.62
U003414,247.0,4,1456.34
U003415,160.0,2,170.77
U003417,-225.0,1,1020.56
U003418,-84.0,2,1017.29
U003419,160.0,1,242.47
U003421,-112.0,2,1351.12
U003422,57.0,1,756.79
U003423,310.0,1,223.83
U003424,-273.0,1,27.69
U003425,162.0,2,379.71
U003426,127.0,2,799.09
U003427,323.0,2,7879.77
U003429,214.0,3,769.4
U003430,64.0,3,1240.92
U003431,-242.0,4,1837.43
U003432,153.0,4,2539.74
U003433,62.0,2,2486.01
U003434,233.0,1,88.58
U003435,-84.0,4,5558.19
U003437,-228.0,3,2159.86
U003438,-175.0,1,463.22
U003439,158.0,4,4811.22
U003440,40.0,1,255.36
U003441,251.0,2,932.99
U003442,110.0,1,327.72
U003443,159.0,2,642.39
U003445,-56.0,2,553.6
U003446,-53.0,1,116.79
U003447,-191.0,1,52.14
U003448,-5.0,1,167.02
U003449,-303.0,3,2592.17
U003451,3.0,3,2573.04
U003452,-106.0,1,148.33
U003453,-240.0,3,965.72
U003454,-74.0,2,1526.23
U003455,-303.0,5,2237.7
U003456,236.0,2,89.24
U003458,-201.0,5,5599.68
U003459,-151.0,4,1616.38
U003460,227.0,2,1103.02
U003461,-11.0,2,787.78
U003462,-304.0,3,658.96
U003463,-279.0,1,241.48
U003464,230.0,2,910.92
