CustomerID,OrderID,OrderDate,Amount
U008350,O00003675,07-08-2025,2872.53
U001055,O00003676,23-09-2025,2715.92
U003577,O00003678,08-02-2025,835.5
U009505,O00003679,21-06-2024,368.09
U004418,O00003681,23-02-2024,465.9
U006828,O00003682,30-10-2025,83.17
U008819,O00003684,13-06-2025,17.93
U001956,O00003685,28-06-2024,166.86
U006370,O00003687,16-11-2024,590.92
U000289,O00003688,07-09-2025,691.74
U008651,O00003690,11-08-2024,248.89
U000175,O00003691,08-12-2024,241.13
U001028,O00003692,30-06-2024,727.32
U005735,O00003694,25-03-2024,434.16
U008215,O00003695,01-08-2024,54.42
U006849,O00003697,09-07-2025,472.45
U007416,O00003698,10-08-2024,151.83
U004485,O00003700,30-12-2024,1066.89
U006283,O00003701,21-11-2024,110.42
U008562,O00003703,26-12-2024,307.27
U008464,O00003704,26-04-2024,405.96
U006108,O00003706,22-03-2024,137.1
U000594,O00003707,10-01-2025,324.31
U006918,O00003708,13-03-2024,47.35
U007484,O00003709,03-09-2024,131.55
U006635,O00003710,10-06-2025,621.74
U004177,O00003711,09-10-2025,36.47
U004413,O00003712,22-03-2025,643.26
U004045,O00003713,05-03-2024,163.17
U000046,O00003714,14-04-2025,974.16
U002654,O00003715,06-07-2025,118.91
U003394,O00003716,09-06-2025,805.7
U007395,O00003717,08-02-2024,77.2
U007620,O00003718,24-07-2025,1836.89
U002216,O00003719,27-01-2025,1197.26
U004141,O00003720,28-12-2024,1003.65
U002429,O00003721,04-05-2025,250.79
U008463,O00003722,26-04-2024,1618.12
U000064,O00003723,13-03-2025,704.05
U008054,O00003724,30-08-2025,988.03
U004737,O00003725,15-10-2025,1476.94
U005616,O00003726,11-12-2024,477.42
U002357,O00003727,04-06-2025,1584.36
U002414,O00003728,23-07-2024,22.55
U001186,O00003729,11-04-2025,1505.78
U009659,O00003730,30-06-2024,323.73
U002204,O00003731,11-08-2025,13.13
U009573,O00003732,20-02-2025,1460.92
U001882,O00003733,27-09-2025,1621.54
U008439,O00003734,21-07-2024,235.32
U001144,O00003735,26-11-2024,908.39
U002893,O00003736,03-10-2024,1423.47
U006510,O00003737,08-09-2025,1993.95
U009265,O00003738,15-03-2025,1458.87
U009207,O00003739,24-03-2025,492.64
U005154,O00003741,21-07-2024,120.93
U002924,O00003742,14-08-2024,117.49
U007559,O00003744,23-02-2025,207.01
U006167,O00003745,12-11-2025,476.72
U004162,O00003747,06-02-2024,1397.25
U007072,O00003748,31-10-2024,586.12
U008024,O00003749,04-03-2024,8.05
U004849,O00003751,20-02-2024,245.24
U006974,O00003752,29-07-2025,119.18
U001032,O00003754,18-02-2025,1527.97
U003047,O00003755,01-05-2024,1003.01
U001445,O00003757,28-01-2024,83.52
U001211,O00003758,05-04-2024,115.62
U001123,O00003760,11-10-2025,135.13
U000320,O00003761,01-08-2025,256.27
U000576,O00003763,24-06-2025,339.93
U006087,O00003764,04-04-2024,292.66
U007841,O00003766,14-11-2025,70.68
U007605,O00003767,14-05-2025,432.27
U004428,O00003769,24-07-2024,3350.46
U008168,O00003770,09-03-2024,178.77
U008082,O00003772,24-09-2025,52.35
U009182,O00003773,14-09-2024,823.91
U006409,O00003774,29-04-2025,157.95
U006830,O00003776,13-08-2025,326.0
U003174,O00003777,13-07-2025,236.55
U002466,O00003779,12-01-2025,68.37
U009798,O00003780,08-01-2024,96.63
U004938,O00003782,04-01-2025,246.05
U009877,O00003783,09-07-2025,184.98
U004204,O00003785,20-06-2024,5.79
U007597,O00003786,18-11-2024,1714.15
U001988,O00003788,12-11-2024,3.13
U007160,O00003789,28-01-2025,253.6
U006510,O00003791,13-09-2025,121.1
U006107,O00003792,05-07-2025,155.25
U005073,O00003794,22-06-2025,783.74
U009630,O00003795,13-04-2024,230.97
U006892,O00003796,23-04-2024,63.08
U002495,O00003798,12-12-2024,182.56
U009435,O00003799,23-12-2024,2148.39
U006831,O00003801,29-07-2025,97.42
U008969,O00003802,04-11-2025,528.82
U001740,O00003804,31-05-2024,313.72
U003911,O00003805,04-10-2024,29.08
U002594,O00003807,08-12-2024,808.3
U003819,O00003808,13-02-2024,8.89
U003414,O00003810,28-04-2024,479.8
U008854,O00003811,10-01-2025,1942.9
U005193,O00003813,27-02-2025,97.78
U000318,O00003814,24-09-2025,2399.72
U009169,O00003816,12-02-2025,1.21
U003078,O00003817,28-09-2025,1962.14
U008174,O00003819,01-11-2025,194.01
U004472,O00003820,09-02-2024,159.47
U009177,O00003821,08-02-2025,19.08
U009651,O00003822,26-05-2024,268.64
U009243,O00003823,29-04-2025,31.95
U006105,O00003824,20-07-2024,649.28
U002903,O00003825,15-02-2025,157.51
U000400,O00003826,24-11-2024,529.71
U003644,O00003827,21-07-2024,165.03
U004562,O00003828,18-10-2025,1046.31
U009150,O00003829,20-09-2025,4114.18
U001052,O00003830,03-05-2025,39.0
U008181,O00003831,07-05-2025,302.71
U008031,O00003832,02-01-2024,150.31
U003617,O00003833,01-04-2024,605.83
U001883,O00003834,27-10-2025,43.42
U002633,O00003835,23-06-2025,478.25
U005689,O00003836,17-02-2024,1416.19
U003541,O00003837,17-03-2024,81.28
U005270,O00003838,05-08-2025,87.77
U000161,O00003839,12-07-2024,149.2
U001254,O00003840,16-08-2024,190.43
U000342,O00003841,01-01-2025,33.06
U000232,O00003842,27-02-2025,20.06
U007982,O00003843,03-03-2025,60.83
U007701,O00003844,21-01-2024,172.88
U002797,O00003845,03-01-2025,433.15
U002661,O00003846,19-06-2025,199.98
U002075,O00003847,15-03-2025,12.97
U006764,O00003848,26-04-2025,128.79
U008342,O00003849,20-08-2025,465.6
U004671,O00003850,18-06-2025,66.88
U000005,O00003851,19-01-2025,12.66
U004996,O00003852,20-12-2024,23.33
U009892,O00003854,12-06-2025,227.24
U009682,O00003855,25-05-2024,326.01
U008558,O00003857,17-04-2024,8.05
U002029,O00003858,18-03-2025,2150.79
U009149,O00003860,15-10-2025,3572.6
U007368,O00003861,06-06-2024,35.75
U005125,O00003862,08-11-2024,2778.45
U004324,O00003864,10-02-2025,1259.79
U000166,O00003865,21-04-2024,86.0
U009314,O00003867,14-04-2025,72.49
U001112,O00003868,02-09-2025,587.77
U004662,O00003870,30-01-2025,100.33
U002614,O00003871,18-11-2024,476.07
U008722,O00003873,04-04-2024,82.75
U001835,O00003874,20-01-2025,800.82
U007813,O00003876,21-08-2025,19.22
U003430,O00003877,17-02-2024,625.94
U008035,O00003879,09-11-2025,1852.3
U008074,O00003880,29-11-2024,451.61
U005433,O00003882,10-12-2024,473.01
U003813,O00003883,27-02-2024,106.52
U008192,O00003885,14-07-2024,528.26
U003221,O00003886,05-06-2025,1477.03
U003643,O00003887,15-08-2024,43.83
U004001,O00003889,06-06-2024,2302.78
U006787,O00003890,18-08-2025,2095.22
U004866,O00003892,07-09-2025,1196.28
U006037,O00003893,06-02-2025,58.23
U007074,O00003895,05-05-2024,121.89
U000918,O00003896,25-08-2024,6.75
U005175,O00003898,12-08-2025,237.02
U005045,O00003899,15-05-2025,378.34
U003282,O00003901,12-03-2024,303.15
U000627,O00003902,05-12-2024,189.18
U007650,O00003904,21-06-2024,322.08
U006665,O00003905,15-09-2024,2868.69
U003341,O00003907,24-04-2024,187.71
U007626,O00003908,20-09-2025,196.59
U002644,O00003910,04-04-2024,386.67
U001275,O00003911,09-02-2024,247.99
U003684,O00003912,07-11-2025,376.36
U001080,O00003914,12-11-2024,26.15
U003933,O00003915,13-09-2025,527.87
U005940,O00003917,08-06-2025,330.22
U003053,O00003918,05-04-2024,881.01
U008872,O00003920,07-10-2024,1946.67
U007074,O00003921,31-08-2025,159.71
U009656,O00003923,06-07-2025,1491.17
U005215,O00003924,09-11-2024,159.88
U004512,O00003926,31-10-2024,401.13
U001838,O00003927,08-08-2024,364.29
U008144,O00003929,10-04-2025,14.44
U004393,O00003930,11-11-2025,100.02
U005276,O00003932,13-01-2025,110.35
U005198,O00003933,23-10-2025,1624.23
U009934,O00003934,23-05-2024,1247.44
U008123,O00003935,14-09-2024,508.11
U007743,O00003936,10-05-2024,1096.36
U002012,O00003937,18-09-2025,809.67
U009557,O00003938,23-09-2025,873.24
U000728,O00003939,11-10-2024,25.95
U002553,O00003940,05-11-2024,851.61
U001126,O00003941,06-11-2024,823.81
U002866,O00003942,07-03-2025,72.84
U001089,O00003943,13-12-2024,538.47
U002590,O00003944,04-05-2024,491.85
U000736,O00003945,13-05-2024,1099.64
U008465,O00003946,05-01-2025,1290.63
U005901,O00003947,14-04-2024,57.47
U008449,O00003948,01-01-2025,618.26
U003668,O00003949,03-08-2024,219.84
U005103,O00003950,05-04-2024,864.61
U008171,O00003951,08-03-2024,20.18
U003365,O00003952,26-02-2024,1620.72
U002255,O00003953,11-09-2024,52.47
U005425,O00003954,21-10-2024,700.79
U005555,O00003955,12-02-2025,1981.13
U008579,O00003956,07-02-2024,596.56
U007875,O00003957,29-03-2024,826.18
U006720,O00003958,05-10-2024,79.61
U009084,O00003959,21-01-2025,172.96
U008022,O00003960,25-06-2025,732.9
U008887,O00003961,21-03-2025,1537.25
U007206,O00003962,24-01-2025,62.08
U003304,O00003963,16-02-2024,132.66
U006812,O00003964,22-01-2025,278.12
U003551,O00003965,18-06-2025,111.42
U003476,O00003967,28-06-2024,663.43
U006846,O00003968,13-08-2025,386.55
U004498,O00003970,02-01-2025,116.96
U005876,O00003971,07-08-2025,327.99
U000013,O00003973,09-08-2024,193.29
U002227,O00003974,02-07-2025,51.45
U002428,O00003976,07-01-2025,323.06
U009970,O00003977,29-03-2024,148.45
U007668,O00003979,09-05-2024,70.13
U009549,O00003980,30-07-2025,724.94
U003302,O00003981,24-10-2024,1552.42
U000594,O00003983,23-01-2025,500.82
U009484,O00003984,04-04-2025,115.92
U001537,O00003986,24-02-2024,196.12
U002231,O00003987,16-12-2024,204.82
U006959,O00003989,06-11-2025,133.99
U004890,O00003990,20-09-2025,127.2
U003233,O00003992,29-06-2024,1448.85
U006973,O00003993,22-02-2024,2822.06
U002323,O00003995,21-09-2024,96.56
U001882,O00003996,23-04-2025,688.58
U002344,O00003998,28-09-2024,267.83
U001502,O00003999,22-12-2024,26.06
U000199,O00004001,01-06-2024,74.5
U002461,O00004002,28-04-2024,64.82
U008257,O00004003,24-06-2024,241.5
U003208,O00004005,23-07-2024,185.17
U001006,O00004006,03-02-2025,578.62
U004186,O00004008,06-03-2025,165.03
U007720,O00004009,05-05-2024,215.5
U009133,O00004011,16-08-2025,46.56
U000455,O00004012,20-09-2024,715.83
U009190,O00004014,01-06-2025,3488.54
U009720,O00004015,17-06-2024,456.94
U001676,O00004017,06-12-2024,1047.18
U007086,O00004018,03-09-2024,848.69
U001167,O00004020,29-05-2025,808.25
U003178,O00004021,24-01-2024,72.71
U009913,O00004023,02-08-2025,81.88
U000014,O00004024,25-03-2025,223.9
U002895,O00004026,12-06-2025,2014.57
U004370,O00004027,01-09-2024,98.29
U002471,O00004028,21-03-2024,175.46
U003042,O00004030,25-09-2024,1147.98
U009063,O00004031,19-02-2024,66.88
U000035,O00004033,26-01-2025,146.38
U000481,O00004034,14-07-2024,662.22
U007493,O00004036,30-01-2025,311.96
U007402,O00004037,06-07-2025,319.56
U002013,O00004039,16-06-2024,22.4
U005863,O00004040,02-01-2024,291.35
U009832,O00004042,03-08-2025,189.79
U000066,O00004043,16-09-2025,77.06
U000056,O00004045,02-04-2024,307.97
U008399,O00004046,15-10-2025,637.75
U008213,O00004047,11-06-2025,598.02
U009353,O00004048,07-03-2024,306.43
U004138,O00004049,16-03-2025,412.04
U006414,O00004050,06-05-2025,40.24
U008773,O00004051,26-12-2024,834.66
U008463,O00004052,21-04-2024,163.19
U004961,O00004053,19-06-2025,988.62
U007575,O00004054,25-05-2024,98.52
U006180,O00004055,29-04-2025,416.24
U008485,O00004056,07-08-2025,487.22
U006145,O00004057,27-04-2025,413.65
U009815,O00004058,26-09-2024,193.52
U006771,O00004059,13-02-2024,181.88
U001471,O00004060,17-10-2025,20.74
U006771,O00004061,22-01-2024,136.65
U008766,O00004062,10-08-2024,709.32
U005373,O00004063,31-01-2025,584.18
U000640,O00004064,16-05-2025,211.74
U008173,O00004065,31-10-2024,797.97
U006995,O00004066,23-07-2024,891.11
U005180,O00004067,22-09-2024,117.0
U001046,O00004068,24-09-2025,102.48
U002230,O00004069,17-10-2025,1077.43
U009812,O00004070,31-03-2024,1658.0
U000651,O00004071,08-03-2025,27.81
U003664,O00004072,17-04-2024,350.04
U009702,O00004073,24-08-2024,1553.26
U004872,O00004074,22-12-2024,625.02
U003566,O00004075,28-09-2024,17.03
U007748,O00004076,11-05-2024,75.18
U005920,O00004077,04-01-2025,1920.96
U008684,O00004078,08-12-2024,491.25
U006712,O00004080,21-04-2025,624.0
U009835,O00004081,14-05-2024,97.68
U006054,O00004083,09-04-2024,26.21
U003798,O00004084,09-05-2024,41.57
U008133,O00004086,18-08-2024,252.86
U000316,O00004087,20-06-2025,1101.68
U003923,O00004088,21-04-2025,1275.55
U009794,O00004090,07-09-2024,37.4
U008527,O00004091,12-04-2024,1875.14
U007930,O00004093,03-08-2025,375.5
U000877,O00004094,01-01-2024,790.48
U008066,O00004096,04-09-2025,447.84
U004268,O00004097,06-03-2024,283.19
U009439,O00004099,06-06-2024,1897.38
U004804,O00004100,27-06-2025,73.39
U006629,O00004102,30-05-2025,314.95
U000622,O00004103,01-07-2025,437.9
U006754,O00004105,26-11-2024,1067.26
U004288,O00004106,15-01-2025,1766.34
U006150,O00004108,27-11-2024,277.68
U005308,O00004109,18-06-2024,315.54
U007589,O00004110,03-01-2024,2136.3
U001611,O00004112,16-12-2024,103.67
U008104,O00004113,06-04-2024,1686.08
U006546,O00004115,08-01-2025,203.86
U009005,O00004116,27-08-2024,1763.34
U007307,O00004118,16-09-2025,19.09
U007874,O00004119,18-03-2025,44.38
U004102,O00004121,23-07-2025,1197.26
U005967,O00004122,23-09-2025,2044.11
U005109,O00004124,25-02-2024,11.41
U005573,O00004125,18-05-2024,1676.62
U004767,O00004127,11-01-2025,281.11
U004780,O00004128,25-10-2025,265.99
U003133,O00004130,01-10-2024,143.9
U004513,O00004131,31-05-2025,182.93
U001029,O00004132,14-01-2024,123.2
U008239,O00004134,01-07-2025,21.52
U002726,O00004135,17-04-2025,1128.54
U004365,O00004137,13-08-2025,260.64
U005488,O00004138,04-01-2025,222.65
U009313,O00004140,29-10-2024,27.08
U008768,O00004141,16-08-2024,15.85
U005065,O00004143,13-10-2024,1316.47
U002013,O00004144,21-08-2025,26.05
U005560,O00004146,30-07-2024,98.82
U001916,O00004147,23-04-2025,3167.44
U007640,O00004149,13-11-2024,261.37
U008941,O00004150,26-08-2024,19.76
U000689,O00004152,06-07-2024,38.42
U009841,O00004153,31-10-2025,194.49
U007299,O00004155,03-02-2024,181.64
U008964,O00004156,19-03-2025,285.31
U006628,O00004157,01-04-2024,69.29
U002442,O00004159,31-05-2024,657.09
U002411,O00004160,26-09-2024,1644.39
U005800,O00004161,06-09-2024,1362.13
U000811,O00004162,14-08-2025,371.05
U001868,O00004163,24-08-2025,507.8
U000394,O00004164,22-02-2025,1100.02
U003576,O00004165,21-10-2024,59.91
U003375,O00004166,02-10-2024,2681.52
U003231,O00004167,10-02-2024,548.83
U004452,O00004168,12-06-2024,258.9
U008474,O00004169,16-09-2024,177.35
U005782,O00004170,08-08-2025,1132.53
U007964,O00004171,27-06-2025,61.57
U008991,O00004172,22-11-2024,335.58
U005644,O00004173,28-05-2025,365.13
U008267,O00004174,19-09-2024,235.11
U003481,O00004175,19-01-2024,1010.89
U006891,O00004176,22-04-2025,522.96
U003755,O00004177,30-04-2024,338.57
U008239,O00004178,21-03-2024,307.85
U001909,O00004179,27-04-2025,114.32
U002418,O00004180,25-05-2024,71.65
U008058,O00004181,10-05-2025,837.86
U005907,O00004182,12-04-2024,455.39
U002851,O00004183,07-11-2024,5790.47
U003889,O00004184,18-04-2025,165.72
U006202,O00004185,12-04-2025,644.73
U000464,O00004186,20-03-2025,164.52
U006050,O00004187,10-01-2025,1345.37
U003874,O00004188,08-10-2024,250.79
U009886,O00004189,17-07-2024,113.22
U008507,O00004190,24-10-2025,4075.8
U005176,O00004191,01-03-2025,274.66
U003295,O00004193,22-10-2025,686.89
U007596,O00004194,22-06-2024,626.53
U008712,O00004196,19-02-2024,313.89
U007918,O00004197,23-06-2025,763.59
U005087,O00004199,20-05-2024,1047.18
U000925,O00004200,10-05-2025,574.35
U001189,O00004202,21-03-2025,112.83
U004698,O00004203,03-09-2025,249.18
U005807,O00004204,18-05-2024,1098.23
U005602,O00004206,04-08-2024,69.68
U000101,O00004207,08-03-2025,307.82
U003735,O00004209,10-05-2024,251.31
U009179,O00004210,24-07-2024,1346.29
U003397,O00004212,19-09-2024,243.43
U000658,O00004213,15-06-2025,599.32
U009149,O00004215,15-09-2025,21.52
U002139,O00004216,12-10-2025,1585.35
U001558,O00004218,16-09-2024,242.73
U004308,O00004219,02-05-2024,99.68
U003630,O00004221,17-03-2025,229.36
U003694,O00004222,05-09-2025,60.58
U002465,O00004224,11-07-2024,773.97
U008076,O00004225,02-10-2025,801.98
U007119,O00004227,31-05-2025,1094.53
U001160,O00004228,05-11-2024,135.64
U000752,O00004230,09-04-2024,50.81
U006686,O00004231,23-01-2024,255.95
U005567,O00004232,07-08-2025,2912.05
U000934,O00004234,30-06-2024,1278.82
U004453,O00004235,10-11-2024,23.76
U009717,O00004237,30-07-2024,75.63
U003387,O00004238,30-01-2025,145.72
U003901,O00004240,18-05-2025,711.02
U001565,O00004241,26-11-2024,16.13
U005554,O00004243,26-07-2025,886.26
U006543,O00004244,28-05-2024,44.55
U004009,O00004246,13-03-2025,822.11
U006203,O00004247,01-05-2024,199.79
U009005,O00004249,25-06-2025,84.38
U008697,O00004250,14-07-2024,905.95
U008408,O00004252,03-03-2025,444.99
U009954,O00004253,08-06-2024,295.27
U002236,O00004255,09-08-2024,1708.25
U005308,O00004256,29-06-2025,403.08
U007915,O00004257,21-04-2024,181.3
U004765,O00004259,07-04-2025,142.38
U002279,O00004260,17-09-2025,1081.57
U001391,O00004262,10-09-2024,134.63
U009195,O00004263,25-09-2025,1527.3
U004104,O00004265,13-07-2024,70.49
U002249,O00004266,03-03-2024,411.5
U007153,O00004268,30-01-2024,1528.5
U002440,O00004269,30-07-2024,2793.58
U000768,O00004271,02-02-2024,184.48
U008420,O00004272,21-07-2025,1669.88
U008295,O00004273,08-08-2024,136.55
U001097,O00004274,27-10-2025,468.61
U001790,O00004275,15-02-2025,179.72
U003361,O00004276,09-09-2025,204.78
U003177,O00004277,04-09-2025,165.03
U004575,O00004278,01-08-2024,1038.66
U004741,O00004279,08-01-2024,169.05
U003213,O00004280,17-11-2024,126.29
U000479,O00004281,15-05-2025,798.6
U008118,O00004282,25-06-2024,118.62
U008775,O00004283,03-06-2024,364.22
U009107,O00004284,02-04-2024,163.62
U006966,O00004285,28-10-2025,224.84
U003987,O00004286,24-03-2024,175.47
U002620,O00004287,07-01-2024,1013.88
U001746,O00004288,11-01-2024,225.87
U007745,O00004289,02-09-2025,56.04
U006439,O00004290,15-03-2025,502.1
U005470,O00004291,15-04-2024,362.98
U000097,O00004292,11-05-2024,2258.19
U007940,O00004293,14-02-2024,420.63
U006388,O00004294,05-06-2024,11.31
U003649,O00004295,17-06-2024,2352.0
U005877,O00004296,10-01-2024,84.8
U003209,O00004297,21-05-2025,2042.63
U001132,O00004298,23-04-2024,45.42
U009768,O00004299,29-07-2024,1603.75
U005376,O00004300,18-02-2024,27.46
U007378,O00004301,26-01-2025,393.45
U006532,O00004302,05-11-2024,1098.37
U004183,O00004303,05-12-2024,896.36
U002322,O00004304,07-05-2024,135.04
U003123,O00004305,18-05-2024,88.17
U005084,O00004306,21-03-2025,138.89
U001565,O00004308,24-02-2025,131.45
U002682,O00004309,30-03-2024,2065.13
U006038,O00004311,17-05-2024,949.21
U004761,O00004312,26-09-2025,295.31
U008057,O00004314,26-09-2024,542.6
U003633,O00004315,07-03-2024,476.93
U006568,O00004317,24-04-2024,407.77
U004306,O00004318,11-01-2024,559.97
U007541,O00004320,03-09-2024,978.11
U008877,O00004321,09-10-2025,465.02
U007982,O00004323,01-11-2025,386.44
U009229,O00004324,17-09-2025,297.47
U006791,O00004325,01-09-2024,138.89
U002381,O00004327,26-02-2024,75.19
U003239,O00004328,29-03-2025,55.52
U009290,O00004330,21-10-2024,44.83
U006177,O00004331,11-09-2025,31.28
U004358,O00004333,18-03-2024,280.64
U008824,O00004334,16-03-2024,494.66
U001048,O00004336,30-05-2024,300.24
U005897,O00004337,17-08-2025,154.82
U001493,O00004339,18-05-2024,109.92
U006516,O00004340,24-02-2024,1309.52
U009261,O00004342,23-12-2024,540.84
U000399,O00004343,22-03-2024,3838.12
U004894,O00004345,17-05-2024,39.02
U006618,O00004346,14-11-2024,1228.8
U008538,O00004347,07-09-2024,175.3
U004359,O00004349,02-04-2024,63.33
U009799,O00004350,22-11-2024,68.37
U008115,O00004352,19-03-2024,179.06
U007298,O00004353,13-06-2025,678.86
U009294,O00004355,19-01-2024,168.15
U001479,O00004356,17-12-2024,1802.32
U006081,O00004358,29-10-2025,115.92
U001981,O00004359,29-01-2025,168.09
U005229,O00004361,24-10-2024,124.94
U005771,O00004362,10-09-2024,617.58
U003210,O00004364,01-04-2024,1944.66
U002490,O00004365,22-01-2024,339.06
U007263,O00004367,01-11-2025,683.34
U007326,O00004368,27-05-2024,462.48
U006128,O00004369,23-10-2025,5.54
U007001,O00004371,21-01-2025,60.55
U004315,O00004372,05-07-2024,270.15
U004502,O00004374,26-07-2024,17.35
U003890,O00004375,10-11-2024,15.21
U003549,O00004377,12-12-2024,194.53
U000391,O00004378,08-08-2025,74.8
U008670,O00004380,29-07-2025,120.33
U006445,O00004381,17-02-2024,40.38
U007097,O00004383,09-05-2025,1352.63
U007594,O00004384,07-09-2025,97.69
U000372,O00004385,05-05-2024,598.07
U005727,O00004386,16-01-2024,38.14
U007045,O00004387,13-10-2025,73.01
U003658,O00004388,10-03-2024,462.62
U006159,O00004389,26-07-2025,114.57
U004044,O00004390,22-02-2024,114.51
U001631,O00004391,15-09-2025,169.18
U006210,O00004392,16-09-2025,398.86
U002155,O00004393,12-04-2024,193.89
U005375,O00004394,21-05-2024,108.39
U009483,O00004395,31-12-2024,1294.05
U008261,O00004396,26-03-2025,844.44
U007521,O00004397,14-10-2025,199.79
U006538,O00004398,14-08-2025,1586.77
U003339,O00004399,16-04-2024,1663.45
U009030,O00004400,08-02-2024,328.8
U006601,O00004401,17-02-2024,1883.89
U007115,O00004402,07-05-2025,856.77
U000819,O00004403,06-02-2024,192.42
U005269,O00004404,16-01-2024,495.22
U002267,O00004405,22-10-2025,127.96
U006871,O00004406,11-06-2025,394.69
U009165,O00004407,09-08-2024,660.71
U006421,O00004408,18-09-2025,849.24
U006660,O00004409,04-12-2024,355.72
U005284,O00004410,27-06-2025,1092.25
U007747,O00004411,09-06-2024,44.14
U007571,O00004412,28-07-2024,814.91
U000638,O00004413,06-09-2025,785.92
U004306,O00004414,17-09-2024,63.96
U005657,O00004415,23-10-2024,89.97
U005565,O00004416,22-12-2024,295.08
U002701,O00004417,17-03-2024,399.98
U000016,O00004418,16-12-2024,954.86
U001705,O00004420,24-05-2025,135.87
U007044,O00004421,06-07-2024,61.32
U009752,O00004423,18-11-2024,601.97
U006269,O00004424,27-03-2025,2954.49
U005376,O00004425,18-04-2024,2448.69
U008049,O00004427,02-11-2025,163.19
U001668,O00004428,29-05-2025,1049.55
U005938,O00004430,15-02-2025,375.91
U003135,O00004431,26-01-2024,189.63
U006894,O00004433,30-09-2024,61.9
U008662,O00004434,10-02-2025,188.97
U002140,O00004436,16-08-2024,174.24
U004572,O00004437,16-06-2024,58.95
U005535,O00004439,14-11-2025,194.05
U001454,O00004440,05-11-2024,1208.41
U002268,O00004442,25-08-2024,1327.53
U004900,O00004443,10-05-2024,1880.78
U002934,O00004445,21-09-2024,299.8
U000704,O00004446,06-04-2024,659.26
U000040,O00004448,16-04-2025,1098.99
U000219,O00004449,10-08-2025,458.25
U002249,O00004450,24-08-2025,112.6
U008185,O00004452,23-11-2024,1813.76
U000582,O00004453,20-10-2024,525.32
U004031,O00004455,02-08-2025,143.46
U000564,O00004456,03-09-2025,757.85
U006319,O00004458,09-05-2025,785.34
U008673,O00004459,14-06-2024,494.03
U004779,O00004461,14-06-2025,43.24
U003946,O00004462,24-07-2025,833.09
U007625,O00004464,27-11-2024,851.29
U008454,O00004465,22-03-2024,704.13
U001214,O00004467,02-11-2025,754.97
U001605,O00004468,04-01-2025,444.67
U005413,O00004470,28-03-2024,243.58
U006911,O00004471,28-04-2025,1285.51
U000180,O00004472,08-03-2024,1095.98
U008344,O00004474,27-08-2024,489.35
U003946,O00004475,14-09-2025,26.1
U000801,O00004477,21-04-2025,247.02
U000043,O00004478,20-10-2025,54.55
U004320,O00004480,06-06-2025,279.09
U006763,O00004481,14-12-2024,1111.27
U007994,O00004483,17-03-2024,4.19
U003641,O00004484,05-03-2025,255.24
U001916,O00004486,15-12-2024,3197.72
U007095,O00004487,25-03-2025,135.96
U001071,O00004489,05-05-2025,84.79
U008011,O00004490,01-04-2025,66.54
U004392,O00004492,04-10-2024,450.73
U001569,O00004493,15-06-2024,215.1
U000482,O00004495,26-04-2025,690.22
U003543,O00004496,30-10-2024,841.76
U004751,O00004497,14-03-2024,86.31
U006863,O00004498,20-02-2024,4208.04
U002923,O00004499,10-06-2025,255.94
U003358,O00004500,29-10-2024,266.4
U005084,O00004501,19-02-2025,555.93
U008989,O00004502,10-10-2025,380.93
U007609,O00004503,22-08-2025,395.06
U004111,O00004504,04-01-2024,251.16
U002679,O00004505,27-09-2025,156.04
U002096,O00004506,15-07-2025,176.95
U000291,O00004507,09-12-2024,3103.96
U002465,O00004508,21-04-2024,390.99
U004062,O00004509,21-06-2024,2256.65
U001018,O00004510,14-02-2025,335.61
U007436,O00004511,27-06-2024,546.48
U004013,O00004512,30-01-2025,2567.94
U004535,O00004513,30-04-2025,61.35
U005389,O00004514,27-05-2024,1849.04
U006830,O00004515,25-03-2025,731.27
U007906,O00004516,03-10-2025,86.48
U001092,O00004517,20-06-2025,1888.23
U000985,O00004518,27-02-2024,253.78
U006197,O00004519,13-04-2024,742.01
U005096,O00004520,11-06-2024,548.99
U004105,O00004521,19-11-2024,926.34
U006104,O00004522,23-07-2024,1043.62
U003439,O00004523,13-02-2025,2436.47
U008381,O00004524,01-03-2024,563.27
U003439,O00004525,23-02-2025,285.6
U008268,O00004526,07-04-2024,214.28
U005516,O00004527,09-11-2024,613.69
U006233,O00004528,09-12-2024,6267.05
U005682,O00004529,04-02-2025,18.65
U002713,O00004530,20-02-2024,254.83
U006942,O00004532,15-09-2025,956.33
U000003,O00004533,21-10-2025,108.44
U006349,O00004535,26-08-2025,161.45
U007767,O00004536,28-04-2025,1915.91
U005685,O00004537,31-03-2025,289.85
U008706,O00004539,08-09-2025,78.22
U006895,O00004540,14-11-2025,198.41
U000784,O00004542,16-01-2025,802.46
U004145,O00004543,10-03-2024,1947.38
U007841,O00004545,16-08-2025,236.04
U001692,O00004546,01-11-2025,909.74
U008282,O00004548,20-03-2025,55.35
U004289,O00004549,16-09-2025,146.59
U008884,O00004551,04-10-2025,12.97
U008124,O00004552,02-10-2024,584.06
U000490,O00004554,01-06-2025,171.28
U005025,O00004555,27-01-2025,1274.74
U009685,O00004557,27-01-2024,77.21
U004310,O00004558,03-02-2024,179.52
U002634,O00004560,17-09-2024,271.5
U005231,O00004561,24-06-2025,68.77
U002985,O00004562,17-08-2024,318.23
U003586,O00004564,30-05-2025,19.55
U007254,O00004565,16-03-2025,1061.4
U001096,O00004567,07-05-2025,147.44
